Event_id,Timestamp,Activity,PickupPlan,Cargo,Truck
weigh_loaded_truck_Pcp41_tr37,2024-05-01 09:58:12,Weigh the Loaded Truck,,,['tr37']
assign_tr17_Pcp4,2024-05-01 09:58:43,Assign Truck,,,['tr17']
assign_tr24_Pcp4,2024-05-01 09:59:03,Assign Truck,,,['tr24']
load_truck_Pcp64_tr35,2024-05-01 09:59:11,Load Truck,,,['tr35']
load_truck_Pcp64_tr32,2024-05-01 09:59:25,Load Truck,,,['tr32']
assign_tr39_Pcp5,2024-05-01 09:59:41,Assign Truck,,,['tr39']
input_tally_sheet_Pcp41_tr37,2024-05-01 09:59:54,Input the Tally Sheet,,,['tr37']
print_w_ticket_Pcp41_tr37,2024-05-01 09:59:54,Print the Weighing Ticket,,,['tr37']
weigh_empty_truck_Pcp4_tr17,2024-05-01 10:02:05,Weigh the Empty Truck,,,['tr17']
assign_tr22_Pcp5,2024-05-01 10:02:06,Assign Truck,,,['tr22']
weigh_empty_truck_Pcp5_tr22,2024-05-01 10:02:51,Weigh the Empty Truck,,,['tr22']
load_truck_Pcp4_tr17,2024-05-01 10:03:06,Load Truck,,,['tr17']
print_w_ticket_Pcp55_tr30,2024-05-01 10:04:09,Print the Weighing Ticket,,,['tr30']
input_tally_sheet_Pcp55_tr30,2024-05-01 10:04:09,Input the Tally Sheet,,,['tr30']
eval_trs_exit_tr37_Pcp41,2024-05-01 10:04:13,Evaluate the Truck Exit,,,['tr37']
weigh_loaded_truck_Pcp74_tr43,2024-05-01 10:04:41,Weigh the Loaded Truck,,,['tr43']
load_truck_Pcp5_tr22,2024-05-01 10:05:32,Load Truck,,,['tr22']
weigh_loaded_truck_Pcp81_tr44,2024-05-01 10:05:35,Weigh the Loaded Truck,,,['tr44']
eval_trs_exit_tr30_Pcp55,2024-05-01 10:06:53,Evaluate the Truck Exit,,,['tr30']
weigh_loaded_truck_Pcp22_tr2,2024-05-01 10:07:08,Weigh the Loaded Truck,,,['tr2']
weigh_empty_truck_Pcp5_tr39,2024-05-01 10:07:45,Weigh the Empty Truck,,,['tr39']
weigh_loaded_truck_Pcp41_tr47,2024-05-01 10:08:12,Weigh the Loaded Truck,,,['tr47']
assign_tr3_Pcp98,2024-05-01 10:08:12,Assign Truck,,,['tr3']
input_tally_sheet_Pcp74_tr43,2024-05-01 10:09:15,Input the Tally Sheet,,,['tr43']
print_w_ticket_Pcp74_tr43,2024-05-01 10:09:15,Print the Weighing Ticket,,,['tr43']
assign_tr46_Pcp86,2024-05-01 10:09:21,Assign Truck,,,['tr46']
assign_tr28_Pcp86,2024-05-01 10:09:22,Assign Truck,,,['tr28']
weigh_empty_truck_Pcp98_tr3,2024-05-01 10:09:26,Weigh the Empty Truck,,,['tr3']
weigh_loaded_truck_Pcp64_tr35,2024-05-01 10:09:32,Weigh the Loaded Truck,,,['tr35']
weigh_empty_truck_Pcp4_tr24,2024-05-01 10:09:57,Weigh the Empty Truck,,,['tr24']
eval_trs_exit_tr43_Pcp74,2024-05-01 10:10:07,Evaluate the Truck Exit,,,['tr43']
load_truck_Pcp4_tr24,2024-05-01 10:10:42,Load Truck,,,['tr24']
load_truck_Pcp98_tr3,2024-05-01 10:10:48,Load Truck,,,['tr3']
weigh_loaded_truck_Pcp22_tr31,2024-05-01 10:10:56,Weigh the Loaded Truck,,,['tr31']
print_w_ticket_Pcp22_tr2,2024-05-01 10:11:02,Print the Weighing Ticket,,,['tr2']
input_tally_sheet_Pcp22_tr2,2024-05-01 10:11:02,Input the Tally Sheet,,,['tr2']
load_truck_Pcp5_tr39,2024-05-01 10:11:10,Load Truck,,,['tr39']
print_w_ticket_Pcp64_tr35,2024-05-01 10:11:15,Print the Weighing Ticket,,,['tr35']
input_tally_sheet_Pcp64_tr35,2024-05-01 10:11:15,Input the Tally Sheet,,,['tr35']
assign_tr19_Pcp98,2024-05-01 10:11:38,Assign Truck,,,['tr19']
print_w_ticket_Pcp81_tr44,2024-05-01 10:12:14,Print the Weighing Ticket,,,['tr44']
input_tally_sheet_Pcp81_tr44,2024-05-01 10:12:14,Input the Tally Sheet,,,['tr44']
weigh_empty_truck_Pcp98_tr19,2024-05-01 10:12:24,Weigh the Empty Truck,,,['tr19']
weigh_loaded_truck_Pcp28_tr38,2024-05-01 10:12:41,Weigh the Loaded Truck,,,['tr38']
input_tally_sheet_Pcp41_tr47,2024-05-01 10:12:42,Input the Tally Sheet,,,['tr47']
print_w_ticket_Pcp41_tr47,2024-05-01 10:12:42,Print the Weighing Ticket,,,['tr47']
eval_trs_exit_tr44_Pcp81,2024-05-01 10:13:27,Evaluate the Truck Exit,,,['tr44']
weigh_loaded_truck_Pcp74_tr8,2024-05-01 10:13:31,Weigh the Loaded Truck,,,['tr8']
eval_trs_exit_tr47_Pcp41,2024-05-01 10:14:09,Evaluate the Truck Exit,,,['tr47']
load_truck_Pcp98_tr19,2024-05-01 10:14:30,Load Truck,,,['tr19']
eval_trs_exit_tr35_Pcp64,2024-05-01 10:14:33,Evaluate the Truck Exit,,,['tr35']
eval_trs_exit_tr2_Pcp22,2024-05-01 10:14:40,Evaluate the Truck Exit,,,['tr2']
input_tally_sheet_Pcp28_tr38,2024-05-01 10:15:09,Input the Tally Sheet,,,['tr38']
print_w_ticket_Pcp28_tr38,2024-05-01 10:15:09,Print the Weighing Ticket,,,['tr38']
weigh_empty_truck_Pcp86_tr28,2024-05-01 10:15:40,Weigh the Empty Truck,,,['tr28']
weigh_loaded_truck_Pcp59_tr25,2024-05-01 10:16:03,Weigh the Loaded Truck,,,['tr25']
load_truck_Pcp86_tr28,2024-05-01 10:16:57,Load Truck,,,['tr28']
eval_trs_exit_tr38_Pcp28,2024-05-01 10:17:02,Evaluate the Truck Exit,,,['tr38']
print_w_ticket_Pcp74_tr8,2024-05-01 10:17:46,Print the Weighing Ticket,,,['tr8']
input_tally_sheet_Pcp74_tr8,2024-05-01 10:17:46,Input the Tally Sheet,,,['tr8']
weigh_empty_truck_Pcp86_tr46,2024-05-01 10:18:06,Weigh the Empty Truck,,,['tr46']
input_tally_sheet_Pcp59_tr25,2024-05-01 10:18:12,Input the Tally Sheet,,,['tr25']
print_w_ticket_Pcp59_tr25,2024-05-01 10:18:12,Print the Weighing Ticket,,,['tr25']
print_w_ticket_Pcp22_tr31,2024-05-01 10:18:18,Print the Weighing Ticket,,,['tr31']
input_tally_sheet_Pcp22_tr31,2024-05-01 10:18:18,Input the Tally Sheet,,,['tr31']
eval_trs_exit_tr8_Pcp74,2024-05-01 10:18:33,Evaluate the Truck Exit,,,['tr8']
eval_trs_exit_tr31_Pcp22,2024-05-01 10:20:27,Evaluate the Truck Exit,,,['tr31']
assign_tr15_Pcp67,2024-05-01 10:20:47,Assign Truck,,,['tr15']
assign_tr14_Pcp67,2024-05-01 10:20:48,Assign Truck,,,['tr14']
weigh_empty_truck_Pcp67_tr15,2024-05-01 10:22:07,Weigh the Empty Truck,,,['tr15']
load_truck_Pcp67_tr15,2024-05-01 10:22:55,Load Truck,,,['tr15']
load_truck_Pcp86_tr46,2024-05-01 10:23:25,Load Truck,,,['tr46']
eval_trs_exit_tr25_Pcp59,2024-05-01 10:23:46,Evaluate the Truck Exit,,,['tr25']
weigh_loaded_truck_Pcp59_tr23,2024-05-01 10:26:52,Weigh the Loaded Truck,,,['tr23']
weigh_loaded_truck_Pcp5_tr22,2024-05-01 10:26:59,Weigh the Loaded Truck,,,['tr22']
weigh_loaded_truck_Pcp36_tr27,2024-05-01 10:27:12,Weigh the Loaded Truck,,,['tr27']
assign_tr44_Pcp72,2024-05-01 10:27:59,Assign Truck,,,['tr44']
assign_tr29_Pcp72,2024-05-01 10:28:06,Assign Truck,,,['tr29']
input_tally_sheet_Pcp59_tr23,2024-05-01 10:29:59,Input the Tally Sheet,,,['tr23']
print_w_ticket_Pcp59_tr23,2024-05-01 10:29:59,Print the Weighing Ticket,,,['tr23']
weigh_loaded_truck_Pcp36_tr6,2024-05-01 10:30:22,Weigh the Loaded Truck,,,['tr6']
weigh_loaded_truck_Pcp67_tr15,2024-05-01 10:30:54,Weigh the Loaded Truck,,,['tr15']
eval_trs_exit_tr23_Pcp59,2024-05-01 10:31:45,Evaluate the Truck Exit,,,['tr23']
weigh_empty_truck_Pcp72_tr29,2024-05-01 10:32:20,Weigh the Empty Truck,,,['tr29']
assign_tr12_Pcp38,2024-05-01 10:32:37,Assign Truck,,,['tr12']
weigh_empty_truck_Pcp67_tr14,2024-05-01 10:32:38,Weigh the Empty Truck,,,['tr14']
assign_tr25_Pcp38,2024-05-01 10:32:42,Assign Truck,,,['tr25']
print_w_ticket_Pcp5_tr22,2024-05-01 10:32:55,Print the Weighing Ticket,,,['tr22']
print_w_ticket_Pcp36_tr27,2024-05-01 10:32:55,Print the Weighing Ticket,,,['tr27']
input_tally_sheet_Pcp5_tr22,2024-05-01 10:32:55,Input the Tally Sheet,,,['tr22']
input_tally_sheet_Pcp36_tr27,2024-05-01 10:32:55,Input the Tally Sheet,,,['tr27']
load_truck_Pcp67_tr14,2024-05-01 10:33:34,Load Truck,,,['tr14']
load_truck_Pcp72_tr29,2024-05-01 10:33:46,Load Truck,,,['tr29']
weigh_empty_truck_Pcp38_tr12,2024-05-01 10:34:29,Weigh the Empty Truck,,,['tr12']
eval_trs_exit_tr22_Pcp5,2024-05-01 10:34:39,Evaluate the Truck Exit,,,['tr22']
eval_trs_exit_tr27_Pcp36,2024-05-01 10:34:46,Evaluate the Truck Exit,,,['tr27']
load_truck_Pcp38_tr12,2024-05-01 10:35:03,Load Truck,,,['tr12']
input_tally_sheet_Pcp36_tr6,2024-05-01 10:36:29,Input the Tally Sheet,,,['tr6']
print_w_ticket_Pcp36_tr6,2024-05-01 10:36:29,Print the Weighing Ticket,,,['tr6']
assign_tr31_Pcp10,2024-05-01 10:36:31,Assign Truck,,,['tr31']
weigh_loaded_truck_Pcp7_tr42,2024-05-01 10:36:44,Weigh the Loaded Truck,,,['tr42']
assign_tr36_Pcp91,2024-05-01 10:37:46,Assign Truck,,,['tr36']
assign_tr38_Pcp10,2024-05-01 10:38:01,Assign Truck,,,['tr38']
eval_trs_exit_tr6_Pcp36,2024-05-01 10:38:07,Evaluate the Truck Exit,,,['tr6']
weigh_empty_truck_Pcp72_tr44,2024-05-01 10:38:23,Weigh the Empty Truck,,,['tr44']
assign_tr21_Pcp91,2024-05-01 10:39:31,Assign Truck,,,['tr21']
assign_tr41_Pcp63,2024-05-01 10:40:20,Assign Truck,,,['tr41']
print_w_ticket_Pcp67_tr15,2024-05-01 10:40:41,Print the Weighing Ticket,,,['tr15']
input_tally_sheet_Pcp67_tr15,2024-05-01 10:40:41,Input the Tally Sheet,,,['tr15']
eval_trs_exit_tr15_Pcp67,2024-05-01 10:41:16,Evaluate the Truck Exit,,,['tr15']
weigh_empty_truck_Pcp10_tr38,2024-05-01 10:41:24,Weigh the Empty Truck,,,['tr38']
load_truck_Pcp72_tr44,2024-05-01 10:41:26,Load Truck,,,['tr44']
weigh_loaded_truck_Pcp86_tr28,2024-05-01 10:41:39,Weigh the Loaded Truck,,,['tr28']
weigh_empty_truck_Pcp63_tr41,2024-05-01 10:41:41,Weigh the Empty Truck,,,['tr41']
weigh_empty_truck_Pcp38_tr25,2024-05-01 10:41:48,Weigh the Empty Truck,,,['tr25']
weigh_empty_truck_Pcp10_tr31,2024-05-01 10:41:59,Weigh the Empty Truck,,,['tr31']
load_truck_Pcp38_tr25,2024-05-01 10:42:36,Load Truck,,,['tr25']
load_truck_Pcp10_tr38,2024-05-01 10:42:40,Load Truck,,,['tr38']
print_w_ticket_Pcp7_tr42,2024-05-01 10:42:59,Print the Weighing Ticket,,,['tr42']
input_tally_sheet_Pcp7_tr42,2024-05-01 10:42:59,Input the Tally Sheet,,,['tr42']
assign_tr8_Pcp63,2024-05-01 10:43:10,Assign Truck,,,['tr8']
load_truck_Pcp63_tr41,2024-05-01 10:43:25,Load Truck,,,['tr41']
load_truck_Pcp10_tr31,2024-05-01 10:43:47,Load Truck,,,['tr31']
eval_trs_exit_tr42_Pcp7,2024-05-01 10:45:20,Evaluate the Truck Exit,,,['tr42']
weigh_empty_truck_Pcp91_tr21,2024-05-01 10:45:38,Weigh the Empty Truck,,,['tr21']
weigh_loaded_truck_Pcp38_tr12,2024-05-01 10:46:00,Weigh the Loaded Truck,,,['tr12']
load_truck_Pcp91_tr21,2024-05-01 10:46:09,Load Truck,,,['tr21']
assign_tr35_Pcp47,2024-05-01 10:46:26,Assign Truck,,,['tr35']
weigh_empty_truck_Pcp91_tr36,2024-05-01 10:46:30,Weigh the Empty Truck,,,['tr36']
print_w_ticket_Pcp38_tr12,2024-05-01 10:47:11,Print the Weighing Ticket,,,['tr12']
input_tally_sheet_Pcp38_tr12,2024-05-01 10:47:11,Input the Tally Sheet,,,['tr12']
weigh_loaded_truck_Pcp86_tr46,2024-05-01 10:47:38,Weigh the Loaded Truck,,,['tr46']
load_truck_Pcp91_tr36,2024-05-01 10:48:23,Load Truck,,,['tr36']
weigh_loaded_truck_Pcp63_tr41,2024-05-01 10:49:05,Weigh the Loaded Truck,,,['tr41']
assign_tr1_Pcp47,2024-05-01 10:49:20,Assign Truck,,,['tr1']
eval_trs_exit_tr12_Pcp38,2024-05-01 10:49:47,Evaluate the Truck Exit,,,['tr12']
weigh_loaded_truck_Pcp4_tr24,2024-05-01 10:50:44,Weigh the Loaded Truck,,,['tr24']
weigh_empty_truck_Pcp47_tr35,2024-05-01 10:51:28,Weigh the Empty Truck,,,['tr35']
print_w_ticket_Pcp86_tr46,2024-05-01 10:51:43,Print the Weighing Ticket,,,['tr46']
input_tally_sheet_Pcp86_tr46,2024-05-01 10:51:43,Input the Tally Sheet,,,['tr46']
weigh_loaded_truck_Pcp98_tr19,2024-05-01 10:51:51,Weigh the Loaded Truck,,,['tr19']
print_w_ticket_Pcp63_tr41,2024-05-01 10:51:51,Print the Weighing Ticket,,,['tr41']
input_tally_sheet_Pcp63_tr41,2024-05-01 10:51:51,Input the Tally Sheet,,,['tr41']
print_w_ticket_Pcp4_tr24,2024-05-01 10:52:31,Print the Weighing Ticket,,,['tr24']
input_tally_sheet_Pcp4_tr24,2024-05-01 10:52:31,Input the Tally Sheet,,,['tr24']
eval_trs_exit_tr46_Pcp86,2024-05-01 10:52:38,Evaluate the Truck Exit,,,['tr46']
load_truck_Pcp47_tr35,2024-05-01 10:52:41,Load Truck,,,['tr35']
print_w_ticket_Pcp86_tr28,2024-05-01 10:52:53,Print the Weighing Ticket,,,['tr28']
input_tally_sheet_Pcp86_tr28,2024-05-01 10:52:53,Input the Tally Sheet,,,['tr28']
assign_tr13_Pcp79,2024-05-01 10:53:06,Assign Truck,,,['tr13']
assign_tr27_Pcp79,2024-05-01 10:53:21,Assign Truck,,,['tr27']
eval_trs_exit_tr41_Pcp63,2024-05-01 10:53:26,Evaluate the Truck Exit,,,['tr41']
eval_trs_exit_tr24_Pcp4,2024-05-01 10:53:27,Evaluate the Truck Exit,,,['tr24']
weigh_loaded_truck_Pcp21_tr33,2024-05-01 10:53:29,Weigh the Loaded Truck,,,['tr33']
print_w_ticket_Pcp98_tr19,2024-05-01 10:54:38,Print the Weighing Ticket,,,['tr19']
input_tally_sheet_Pcp98_tr19,2024-05-01 10:54:38,Input the Tally Sheet,,,['tr19']
weigh_empty_truck_Pcp63_tr8,2024-05-01 10:55:04,Weigh the Empty Truck,,,['tr8']
eval_trs_exit_tr19_Pcp98,2024-05-01 10:55:22,Evaluate the Truck Exit,,,['tr19']
weigh_empty_truck_Pcp47_tr1,2024-05-01 10:56:05,Weigh the Empty Truck,,,['tr1']
weigh_empty_truck_Pcp79_tr13,2024-05-01 10:56:07,Weigh the Empty Truck,,,['tr13']
weigh_loaded_truck_Pcp72_tr44,2024-05-01 10:56:09,Weigh the Loaded Truck,,,['tr44']
load_truck_Pcp47_tr1,2024-05-01 10:56:44,Load Truck,,,['tr1']
weigh_loaded_truck_Pcp98_tr3,2024-05-01 10:56:55,Weigh the Loaded Truck,,,['tr3']
weigh_loaded_truck_Pcp10_tr31,2024-05-01 10:57:35,Weigh the Loaded Truck,,,['tr31']
assign_tr4_Pcp16,2024-05-01 10:57:54,Assign Truck,,,['tr4']
weigh_empty_truck_Pcp79_tr27,2024-05-01 10:58:48,Weigh the Empty Truck,,,['tr27']
load_truck_Pcp63_tr8,2024-05-01 10:58:48,Load Truck,,,['tr8']
weigh_loaded_truck_Pcp28_tr10,2024-05-01 10:59:03,Weigh the Loaded Truck,,,['tr10']
load_truck_Pcp79_tr13,2024-05-01 10:59:15,Load Truck,,,['tr13']
weigh_loaded_truck_Pcp91_tr36,2024-05-01 10:59:24,Weigh the Loaded Truck,,,['tr36']
weigh_loaded_truck_Pcp10_tr38,2024-05-01 10:59:25,Weigh the Loaded Truck,,,['tr38']
load_truck_Pcp79_tr27,2024-05-01 10:59:46,Load Truck,,,['tr27']
assign_tr18_Pcp16,2024-05-01 10:59:56,Assign Truck,,,['tr18']
eval_trs_exit_tr28_Pcp86,2024-05-01 11:00:33,Evaluate the Truck Exit,,,['tr28']
input_tally_sheet_Pcp21_tr33,2024-05-01 11:00:36,Input the Tally Sheet,,,['tr33']
print_w_ticket_Pcp21_tr33,2024-05-01 11:00:36,Print the Weighing Ticket,,,['tr33']
weigh_empty_truck_Pcp16_tr18,2024-05-01 11:01:41,Weigh the Empty Truck,,,['tr18']
load_truck_Pcp16_tr18,2024-05-01 11:02:23,Load Truck,,,['tr18']
input_tally_sheet_Pcp10_tr31,2024-05-01 11:02:41,Input the Tally Sheet,,,['tr31']
print_w_ticket_Pcp10_tr31,2024-05-01 11:02:41,Print the Weighing Ticket,,,['tr31']
weigh_empty_truck_Pcp16_tr4,2024-05-01 11:02:48,Weigh the Empty Truck,,,['tr4']
eval_trs_exit_tr31_Pcp10,2024-05-01 11:03:50,Evaluate the Truck Exit,,,['tr31']
weigh_loaded_truck_Pcp91_tr21,2024-05-01 11:03:56,Weigh the Loaded Truck,,,['tr21']
load_truck_Pcp16_tr4,2024-05-01 11:04:00,Load Truck,,,['tr4']
weigh_loaded_truck_Pcp5_tr39,2024-05-01 11:04:07,Weigh the Loaded Truck,,,['tr39']
weigh_loaded_truck_Pcp4_tr17,2024-05-01 11:04:58,Weigh the Loaded Truck,,,['tr17']
input_tally_sheet_Pcp28_tr10,2024-05-01 11:05:02,Input the Tally Sheet,,,['tr10']
print_w_ticket_Pcp28_tr10,2024-05-01 11:05:02,Print the Weighing Ticket,,,['tr10']
input_tally_sheet_Pcp91_tr36,2024-05-01 11:05:22,Input the Tally Sheet,,,['tr36']
print_w_ticket_Pcp91_tr36,2024-05-01 11:05:22,Print the Weighing Ticket,,,['tr36']
assign_tr11_Pcp90,2024-05-01 11:05:43,Assign Truck,,,['tr11']
eval_trs_exit_tr33_Pcp21,2024-05-01 11:05:48,Evaluate the Truck Exit,,,['tr33']
eval_trs_exit_tr10_Pcp28,2024-05-01 11:06:12,Evaluate the Truck Exit,,,['tr10']
assign_tr15_Pcp90,2024-05-01 11:06:47,Assign Truck,,,['tr15']
input_tally_sheet_Pcp91_tr21,2024-05-01 11:06:59,Input the Tally Sheet,,,['tr21']
print_w_ticket_Pcp91_tr21,2024-05-01 11:06:59,Print the Weighing Ticket,,,['tr21']
weigh_loaded_truck_Pcp39_tr40,2024-05-01 11:07:05,Weigh the Loaded Truck,,,['tr40']
print_w_ticket_Pcp5_tr39,2024-05-01 11:07:39,Print the Weighing Ticket,,,['tr39']
input_tally_sheet_Pcp5_tr39,2024-05-01 11:07:39,Input the Tally Sheet,,,['tr39']
weigh_empty_truck_Pcp90_tr11,2024-05-01 11:07:57,Weigh the Empty Truck,,,['tr11']
input_tally_sheet_Pcp72_tr44,2024-05-01 11:08:19,Input the Tally Sheet,,,['tr44']
print_w_ticket_Pcp72_tr44,2024-05-01 11:08:19,Print the Weighing Ticket,,,['tr44']
eval_trs_exit_tr21_Pcp91,2024-05-01 11:08:44,Evaluate the Truck Exit,,,['tr21']
eval_trs_exit_tr44_Pcp72,2024-05-01 11:09:04,Evaluate the Truck Exit,,,['tr44']
eval_trs_exit_tr36_Pcp91,2024-05-01 11:09:11,Evaluate the Truck Exit,,,['tr36']
print_w_ticket_Pcp10_tr38,2024-05-01 11:09:19,Print the Weighing Ticket,,,['tr38']
input_tally_sheet_Pcp10_tr38,2024-05-01 11:09:19,Input the Tally Sheet,,,['tr38']
load_truck_Pcp90_tr11,2024-05-01 11:09:26,Load Truck,,,['tr11']
weigh_loaded_truck_Pcp29_tr49,2024-05-01 11:09:44,Weigh the Loaded Truck,,,['tr49']
eval_trs_exit_tr39_Pcp5,2024-05-01 11:09:52,Evaluate the Truck Exit,,,['tr39']
weigh_empty_truck_Pcp90_tr15,2024-05-01 11:11:16,Weigh the Empty Truck,,,['tr15']
eval_trs_exit_tr38_Pcp10,2024-05-01 11:12:26,Evaluate the Truck Exit,,,['tr38']
input_tally_sheet_Pcp39_tr40,2024-05-01 11:12:35,Input the Tally Sheet,,,['tr40']
print_w_ticket_Pcp39_tr40,2024-05-01 11:12:35,Print the Weighing Ticket,,,['tr40']
assign_tr34_Pcp54,2024-05-01 11:12:37,Assign Truck,,,['tr34']
print_w_ticket_Pcp98_tr3,2024-05-01 11:12:47,Print the Weighing Ticket,,,['tr3']
input_tally_sheet_Pcp98_tr3,2024-05-01 11:12:47,Input the Tally Sheet,,,['tr3']
weigh_empty_truck_Pcp54_tr34,2024-05-01 11:13:25,Weigh the Empty Truck,,,['tr34']
load_truck_Pcp90_tr15,2024-05-01 11:13:36,Load Truck,,,['tr15']
load_truck_Pcp54_tr34,2024-05-01 11:13:58,Load Truck,,,['tr34']
input_tally_sheet_Pcp29_tr49,2024-05-01 11:14:04,Input the Tally Sheet,,,['tr49']
print_w_ticket_Pcp29_tr49,2024-05-01 11:14:04,Print the Weighing Ticket,,,['tr49']
assign_tr16_Pcp54,2024-05-01 11:14:15,Assign Truck,,,['tr16']
eval_trs_exit_tr40_Pcp39,2024-05-01 11:14:18,Evaluate the Truck Exit,,,['tr40']
eval_trs_exit_tr3_Pcp98,2024-05-01 11:14:40,Evaluate the Truck Exit,,,['tr3']
print_w_ticket_Pcp4_tr17,2024-05-01 11:14:46,Print the Weighing Ticket,,,['tr17']
input_tally_sheet_Pcp4_tr17,2024-05-01 11:14:46,Input the Tally Sheet,,,['tr17']
eval_trs_exit_tr49_Pcp29,2024-05-01 11:14:55,Evaluate the Truck Exit,,,['tr49']
eval_trs_exit_tr17_Pcp4,2024-05-01 11:17:04,Evaluate the Truck Exit,,,['tr17']
assign_tr5_Pcp53,2024-05-01 11:18:49,Assign Truck,,,['tr5']
weigh_empty_truck_Pcp53_tr5,2024-05-01 11:20:18,Weigh the Empty Truck,,,['tr5']
assign_tr41_Pcp53,2024-05-01 11:20:25,Assign Truck,,,['tr41']
weigh_empty_truck_Pcp54_tr16,2024-05-01 11:20:29,Weigh the Empty Truck,,,['tr16']
assign_tr30_Pcp45,2024-05-01 11:20:46,Assign Truck,,,['tr30']
weigh_empty_truck_Pcp53_tr41,2024-05-01 11:20:58,Weigh the Empty Truck,,,['tr41']
assign_tr33_Pcp45,2024-05-01 11:21:03,Assign Truck,,,['tr33']
weigh_loaded_truck_Pcp79_tr13,2024-05-01 11:21:22,Weigh the Loaded Truck,,,['tr13']
load_truck_Pcp54_tr16,2024-05-01 11:22:25,Load Truck,,,['tr16']
weigh_loaded_truck_Pcp67_tr14,2024-05-01 11:22:49,Weigh the Loaded Truck,,,['tr14']
weigh_empty_truck_Pcp45_tr33,2024-05-01 11:22:51,Weigh the Empty Truck,,,['tr33']
load_truck_Pcp53_tr41,2024-05-01 11:23:10,Load Truck,,,['tr41']
load_truck_Pcp53_tr5,2024-05-01 11:23:26,Load Truck,,,['tr5']
load_truck_Pcp45_tr33,2024-05-01 11:24:20,Load Truck,,,['tr33']
weigh_loaded_truck_Pcp63_tr8,2024-05-01 11:26:29,Weigh the Loaded Truck,,,['tr8']
weigh_loaded_truck_Pcp79_tr27,2024-05-01 11:26:37,Weigh the Loaded Truck,,,['tr27']
weigh_loaded_truck_Pcp54_tr34,2024-05-01 11:26:52,Weigh the Loaded Truck,,,['tr34']
print_w_ticket_Pcp79_tr13,2024-05-01 11:27:16,Print the Weighing Ticket,,,['tr13']
input_tally_sheet_Pcp79_tr13,2024-05-01 11:27:16,Input the Tally Sheet,,,['tr13']
print_w_ticket_Pcp67_tr14,2024-05-01 11:27:44,Print the Weighing Ticket,,,['tr14']
input_tally_sheet_Pcp67_tr14,2024-05-01 11:27:44,Input the Tally Sheet,,,['tr14']
weigh_loaded_truck_Pcp16_tr18,2024-05-01 11:27:52,Weigh the Loaded Truck,,,['tr18']
weigh_empty_truck_Pcp45_tr30,2024-05-01 11:28:11,Weigh the Empty Truck,,,['tr30']
print_w_ticket_Pcp54_tr34,2024-05-01 11:28:24,Print the Weighing Ticket,,,['tr34']
input_tally_sheet_Pcp54_tr34,2024-05-01 11:28:24,Input the Tally Sheet,,,['tr34']
input_tally_sheet_Pcp63_tr8,2024-05-01 11:29:05,Input the Tally Sheet,,,['tr8']
print_w_ticket_Pcp63_tr8,2024-05-01 11:29:05,Print the Weighing Ticket,,,['tr8']
eval_trs_exit_tr13_Pcp79,2024-05-01 11:29:08,Evaluate the Truck Exit,,,['tr13']
eval_trs_exit_tr14_Pcp67,2024-05-01 11:29:45,Evaluate the Truck Exit,,,['tr14']
weigh_loaded_truck_Pcp53_tr41,2024-05-01 11:29:49,Weigh the Loaded Truck,,,['tr41']
print_w_ticket_Pcp16_tr18,2024-05-01 11:31:02,Print the Weighing Ticket,,,['tr18']
input_tally_sheet_Pcp16_tr18,2024-05-01 11:31:02,Input the Tally Sheet,,,['tr18']
eval_trs_exit_tr8_Pcp63,2024-05-01 11:31:16,Evaluate the Truck Exit,,,['tr8']
load_truck_Pcp45_tr30,2024-05-01 11:31:27,Load Truck,,,['tr30']
input_tally_sheet_Pcp79_tr27,2024-05-01 11:32:51,Input the Tally Sheet,,,['tr27']
print_w_ticket_Pcp79_tr27,2024-05-01 11:32:51,Print the Weighing Ticket,,,['tr27']
weigh_loaded_truck_Pcp47_tr35,2024-05-01 11:32:54,Weigh the Loaded Truck,,,['tr35']
eval_trs_exit_tr27_Pcp79,2024-05-01 11:34:21,Evaluate the Truck Exit,,,['tr27']
eval_trs_exit_tr18_Pcp16,2024-05-01 11:34:33,Evaluate the Truck Exit,,,['tr18']
assign_tr43_Pcp100,2024-05-01 11:34:37,Assign Truck,,,['tr43']
assign_tr21_Pcp100,2024-05-01 11:34:45,Assign Truck,,,['tr21']
weigh_loaded_truck_Pcp72_tr29,2024-05-01 11:34:57,Weigh the Loaded Truck,,,['tr29']
weigh_loaded_truck_Pcp53_tr5,2024-05-01 11:35:03,Weigh the Loaded Truck,,,['tr5']
print_w_ticket_Pcp53_tr41,2024-05-01 11:35:33,Print the Weighing Ticket,,,['tr41']
input_tally_sheet_Pcp53_tr41,2024-05-01 11:35:33,Input the Tally Sheet,,,['tr41']
weigh_empty_truck_Pcp100_tr21,2024-05-01 11:36:06,Weigh the Empty Truck,,,['tr21']
load_truck_Pcp100_tr21,2024-05-01 11:36:56,Load Truck,,,['tr21']
input_tally_sheet_Pcp72_tr29,2024-05-01 11:37:06,Input the Tally Sheet,,,['tr29']
print_w_ticket_Pcp72_tr29,2024-05-01 11:37:06,Print the Weighing Ticket,,,['tr29']
input_tally_sheet_Pcp47_tr35,2024-05-01 11:37:28,Input the Tally Sheet,,,['tr35']
print_w_ticket_Pcp47_tr35,2024-05-01 11:37:28,Print the Weighing Ticket,,,['tr35']
print_w_ticket_Pcp53_tr5,2024-05-01 11:37:38,Print the Weighing Ticket,,,['tr5']
