ocel_source_id;ocel_target_id;ocel_qualifier;ocel_time
tr8;Pcp4;Assigned truck for pickup plan;2024-05-16 16:27:13
tr15;Pcp4;Dropped truck from pickup plan;2024-05-16 16:50:18
tr42;Pcp4;Dropped truck from pickup plan;2024-05-16 16:51:41
tr29;Pcp2;Assigned truck for pickup plan;2024-05-16 16:55:44
tr3;Pcp8;Dropped truck from pickup plan;2024-05-16 18:04:55
tr2;Pcp8;Assigned truck for pickup plan;2024-05-16 18:19:48
tr33;Pcp8;Dropped truck from pickup plan;2024-05-17 07:03:12
tr20;Pcp8;Dropped truck from pickup plan;2024-05-17 08:14:44
tr1;Pcp8;Dropped truck from pickup plan;2024-05-17 08:23:20
tr28;Pcp5;Dropped truck from pickup plan;2024-05-17 08:44:56
tr23;Pcp6;Dropped truck from pickup plan;2024-05-17 08:50:51
tr3;Pcp6;Assigned truck for pickup plan;2024-05-17 09:17:53
tr41;Pcp8;Assigned truck for pickup plan;2024-05-17 09:27:42
tr33;Pcp5;Assigned truck for pickup plan;2024-05-17 09:42:52
tr47;Pcp6;Dropped truck from pickup plan;2024-05-17 09:54:21
tr15;Pcp6;Assigned truck for pickup plan;2024-05-17 10:24:47
tr42;Pcp4;Assigned truck for pickup plan;2024-05-17 10:35:21
tr1;Pcp3;Assigned truck for pickup plan;2024-05-17 11:17:58
tr32;Pcp6;Dropped truck from pickup plan;2024-05-17 11:27:57
tr28;Pcp3;Assigned truck for pickup plan;2024-05-17 12:09:14
tr10;Pcp8;Dropped truck from pickup plan;2024-05-17 12:20:58
tr20;Pcp8;Assigned truck for pickup plan;2024-05-17 13:27:38
tr23;Pcp3;Assigned truck for pickup plan;2024-05-17 13:54:20
tr47;Pcp5;Assigned truck for pickup plan;2024-05-17 14:01:06
tr6;Pcp2;Dropped truck from pickup plan;2024-05-17 14:33:44
tr32;Pcp2;Assigned truck for pickup plan;2024-05-17 16:01:33
tr10;Pcp3;Assigned truck for pickup plan;2024-05-17 16:35:45
tr38;Pcp6;Dropped truck from pickup plan;2024-05-17 16:54:08
tr37;Pcp4;Dropped truck from pickup plan;2024-05-17 16:59:20
tr11;Pcp1;Dropped truck from pickup plan;2024-05-20 07:47:52
tr35;Pcp2;Dropped truck from pickup plan;2024-05-20 07:47:53
tr40;Pcp2;Dropped truck from pickup plan;2024-05-20 08:00:06
tr22;Pcp6;Dropped truck from pickup plan;2024-05-20 08:01:03
tr6;Pcp2;Assigned truck for pickup plan;2024-05-20 08:02:24
tr27;Pcp5;Dropped truck from pickup plan;2024-05-20 08:53:17
tr38;Pcp8;Assigned truck for pickup plan;2024-05-20 09:35:21
tr37;Pcp5;Assigned truck for pickup plan;2024-05-20 09:46:40
tr18;Pcp2;Dropped truck from pickup plan;2024-05-20 10:00:01
tr35;Pcp6;Assigned truck for pickup plan;2024-05-20 10:48:38
tr45;Pcp3;Dropped truck from pickup plan;2024-05-20 10:49:07
tr40;Pcp2;Assigned truck for pickup plan;2024-05-20 10:52:16
tr22;Pcp4;Assigned truck for pickup plan;2024-05-20 11:15:56
tr7;Pcp3;Dropped truck from pickup plan;2024-05-20 11:25:51
tr18;Pcp6;Assigned truck for pickup plan;2024-05-20 13:17:46
tr24;Pcp4;Dropped truck from pickup plan;2024-05-20 13:27:10
tr27;Pcp3;Assigned truck for pickup plan;2024-05-20 13:29:50
tr11;Pcp2;Assigned truck for pickup plan;2024-05-20 14:14:17
tr45;Pcp5;Assigned truck for pickup plan;2024-05-20 14:57:57
tr3;Pcp6;Dropped truck from pickup plan;2024-05-20 15:32:28
tr9;Pcp5;Dropped truck from pickup plan;2024-05-20 16:02:27
tr24;Pcp2;Assigned truck for pickup plan;2024-05-20 16:26:07
tr31;Pcp6;Dropped truck from pickup plan;2024-05-20 16:32:06
tr4;Pcp1;Dropped truck from pickup plan;2024-05-20 16:38:48
tr43;Pcp3;Dropped truck from pickup plan;2024-05-20 16:39:30
tr34;Pcp1;Dropped truck from pickup plan;2024-05-20 16:52:57
tr36;Pcp8;Dropped truck from pickup plan;2024-05-20 16:54:58
tr7;Pcp3;Assigned truck for pickup plan;2024-05-20 18:14:27
tr12;Pcp2;Dropped truck from pickup plan;2024-05-20 18:18:37
tr30;Pcp1;Dropped truck from pickup plan;2024-05-21 08:02:54
tr49;Pcp2;Dropped truck from pickup plan;2024-05-21 08:16:43
tr23;Pcp3;Dropped truck from pickup plan;2024-05-21 08:30:32
tr36;Pcp8;Assigned truck for pickup plan;2024-05-21 08:42:46
tr4;Pcp4;Assigned truck for pickup plan;2024-05-21 09:01:33
tr25;Pcp8;Dropped truck from pickup plan;2024-05-21 09:16:37
tr43;Pcp4;Assigned truck for pickup plan;2024-05-21 09:28:17
tr31;Pcp6;Assigned truck for pickup plan;2024-05-21 09:29:37
tr3;Pcp5;Assigned truck for pickup plan;2024-05-21 09:46:50
tr21;Pcp5;Dropped truck from pickup plan;2024-05-21 09:47:26
tr9;Pcp3;Assigned truck for pickup plan;2024-05-21 09:48:19
tr30;Pcp6;Assigned truck for pickup plan;2024-05-21 09:49:56
tr34;Pcp5;Assigned truck for pickup plan;2024-05-21 10:01:37
tr12;Pcp5;Assigned truck for pickup plan;2024-05-21 10:19:11
tr44;Pcp3;Dropped truck from pickup plan;2024-05-21 10:39:23
tr23;Pcp6;Assigned truck for pickup plan;2024-05-21 10:47:31
tr25;Pcp4;Assigned truck for pickup plan;2024-05-21 11:37:17
tr49;Pcp6;Assigned truck for pickup plan;2024-05-21 13:30:21
tr44;Pcp4;Assigned truck for pickup plan;2024-05-21 14:21:17
tr20;Pcp8;Dropped truck from pickup plan;2024-05-21 14:35:24
tr5;Pcp3;Dropped truck from pickup plan;2024-05-21 14:52:21
tr2;Pcp8;Dropped truck from pickup plan;2024-05-21 15:41:03
tr29;Pcp2;Dropped truck from pickup plan;2024-05-21 15:42:48
tr41;Pcp8;Dropped truck from pickup plan;2024-05-21 15:46:11
tr21;Pcp4;Assigned truck for pickup plan;2024-05-21 15:55:13
tr19;Pcp6;Dropped truck from pickup plan;2024-05-21 16:54:20
tr20;Pcp2;Assigned truck for pickup plan;2024-05-21 17:09:22
tr28;Pcp3;Dropped truck from pickup plan;2024-05-21 17:17:41
tr26;Pcp2;Dropped truck from pickup plan;2024-05-21 17:34:15
tr5;Pcp4;Assigned truck for pickup plan;2024-05-21 18:56:01
tr13;Pcp8;Dropped truck from pickup plan;2024-05-22 07:42:43
tr46;Pcp3;Dropped truck from pickup plan;2024-05-22 07:52:13
tr29;Pcp6;Assigned truck for pickup plan;2024-05-22 08:42:56
tr41;Pcp3;Assigned truck for pickup plan;2024-05-22 09:07:36
tr2;Pcp8;Assigned truck for pickup plan;2024-05-22 09:29:27
tr28;Pcp2;Assigned truck for pickup plan;2024-05-22 10:09:50
tr46;Pcp2;Assigned truck for pickup plan;2024-05-22 10:23:44
tr27;Pcp3;Dropped truck from pickup plan;2024-05-22 10:58:58
tr13;Pcp8;Assigned truck for pickup plan;2024-05-22 11:13:25
tr14;Pcp4;Dropped truck from pickup plan;2024-05-22 11:22:26
tr26;Pcp5;Assigned truck for pickup plan;2024-05-22 11:46:44
tr47;Pcp5;Dropped truck from pickup plan;2024-05-22 11:48:16
tr19;Pcp8;Assigned truck for pickup plan;2024-05-22 12:17:30
tr11;Pcp2;Dropped truck from pickup plan;2024-05-22 13:29:20
tr14;Pcp8;Assigned truck for pickup plan;2024-05-22 14:41:57
tr45;Pcp5;Dropped truck from pickup plan;2024-05-22 14:46:32
tr33;Pcp5;Dropped truck from pickup plan;2024-05-22 14:54:30
tr6;Pcp2;Dropped truck from pickup plan;2024-05-22 15:33:50
tr38;Pcp8;Dropped truck from pickup plan;2024-05-22 15:45:52
tr23;Pcp6;Dropped truck from pickup plan;2024-05-22 15:50:40
tr7;Pcp3;Dropped truck from pickup plan;2024-05-22 15:56:20
tr10;Pcp3;Dropped truck from pickup plan;2024-05-22 16:23:50
tr22;Pcp4;Dropped truck from pickup plan;2024-05-22 16:28:27
tr47;Pcp3;Assigned truck for pickup plan;2024-05-22 16:42:18
tr15;Pcp6;Dropped truck from pickup plan;2024-05-22 16:42:24
tr3;Pcp5;Dropped truck from pickup plan;2024-05-22 16:43:32
tr40;Pcp2;Dropped truck from pickup plan;2024-05-22 16:49:10
tr16;Pcp8;Dropped truck from pickup plan;2024-05-22 16:57:05
tr45;Pcp6;Assigned truck for pickup plan;2024-05-22 17:10:12
tr31;Pcp6;Dropped truck from pickup plan;2024-05-22 17:37:05
tr50;Pcp1;Dropped truck from pickup plan;2024-05-22 17:48:36
tr12;Pcp5;Dropped truck from pickup plan;2024-05-22 18:24:52
tr42;Pcp4;Dropped truck from pickup plan;2024-05-22 18:57:43
tr17;Pcp5;Dropped truck from pickup plan;2024-05-23 07:31:22
tr27;Pcp2;Assigned truck for pickup plan;2024-05-23 07:39:40
tr39;Pcp1;Dropped truck from pickup plan;2024-05-23 07:54:39
tr25;Pcp4;Dropped truck from pickup plan;2024-05-23 07:57:24
tr11;Pcp2;Assigned truck for pickup plan;2024-05-23 08:06:17
tr8;Pcp4;Dropped truck from pickup plan;2024-05-23 08:22:52
tr7;Pcp3;Assigned truck for pickup plan;2024-05-23 08:37:40
tr38;Pcp2;Assigned truck for pickup plan;2024-05-23 08:55:44
tr23;Pcp8;Assigned truck for pickup plan;2024-05-23 09:07:08
tr40;Pcp6;Assigned truck for pickup plan;2024-05-23 09:14:23
tr22;Pcp2;Assigned truck for pickup plan;2024-05-23 09:27:31
tr12;Pcp4;Assigned truck for pickup plan;2024-05-23 09:39:54
tr1;Pcp3;Dropped truck from pickup plan;2024-05-23 09:53:50
tr33;Pcp8;Assigned truck for pickup plan;2024-05-23 10:12:33
tr15;Pcp5;Assigned truck for pickup plan;2024-05-23 10:29:09
tr6;Pcp6;Assigned truck for pickup plan;2024-05-23 10:31:37
tr50;Pcp5;Assigned truck for pickup plan;2024-05-23 10:35:15
tr42;Pcp3;Assigned truck for pickup plan;2024-05-23 10:44:24
tr8;Pcp8;Assigned truck for pickup plan;2024-05-23 10:47:01
tr25;Pcp3;Assigned truck for pickup plan;2024-05-23 10:57:10
tr3;Pcp3;Assigned truck for pickup plan;2024-05-23 10:57:42
tr39;Pcp6;Assigned truck for pickup plan;2024-05-23 11:41:05
tr10;Pcp4;Assigned truck for pickup plan;2024-05-23 12:20:00
tr16;Pcp4;Assigned truck for pickup plan;2024-05-23 12:30:49
tr1;Pcp4;Assigned truck for pickup plan;2024-05-23 12:55:07
tr17;Pcp6;Assigned truck for pickup plan;2024-05-23 13:36:37
tr41;Pcp3;Dropped truck from pickup plan;2024-05-23 13:39:51
tr48;Pcp1;Dropped truck from pickup plan;2024-05-23 14:18:14
tr31;Pcp5;Assigned truck for pickup plan;2024-05-23 14:46:59
tr34;Pcp5;Dropped truck from pickup plan;2024-05-23 15:37:19
tr48;Pcp8;Assigned truck for pickup plan;2024-05-23 15:53:10
tr35;Pcp6;Dropped truck from pickup plan;2024-05-23 16:36:46
tr49;Pcp6;Dropped truck from pickup plan;2024-05-23 16:38:21
tr41;Pcp3;Assigned truck for pickup plan;2024-05-23 16:51:00
tr44;Pcp4;Dropped truck from pickup plan;2024-05-23 17:01:08
tr32;Pcp2;Dropped truck from pickup plan;2024-05-23 18:44:59
tr9;Pcp3;Dropped truck from pickup plan;2024-05-24 08:16:10
tr28;Pcp2;Dropped truck from pickup plan;2024-05-24 08:24:27
tr24;Pcp2;Dropped truck from pickup plan;2024-05-24 08:29:28
tr44;Pcp8;Assigned truck for pickup plan;2024-05-24 10:21:10
tr47;Pcp3;Dropped truck from pickup plan;2024-05-24 10:24:00
tr49;Pcp3;Assigned truck for pickup plan;2024-05-24 10:25:36
tr24;Pcp4;Assigned truck for pickup plan;2024-05-24 10:49:10
tr35;Pcp6;Assigned truck for pickup plan;2024-05-24 10:54:46
tr9;Pcp4;Assigned truck for pickup plan;2024-05-24 11:14:02
tr32;Pcp5;Assigned truck for pickup plan;2024-05-24 11:29:48
tr34;Pcp6;Assigned truck for pickup plan;2024-05-24 11:33:52
tr43;Pcp4;Dropped truck from pickup plan;2024-05-24 12:26:03
tr20;Pcp2;Dropped truck from pickup plan;2024-05-24 13:30:14
tr36;Pcp8;Dropped truck from pickup plan;2024-05-24 14:28:10
tr20;Pcp4;Assigned truck for pickup plan;2024-05-24 15:26:27
tr47;Pcp3;Assigned truck for pickup plan;2024-05-24 15:54:19
tr28;Pcp3;Assigned truck for pickup plan;2024-05-24 16:50:54
tr43;Pcp8;Assigned truck for pickup plan;2024-05-24 16:52:11
tr13;Pcp8;Dropped truck from pickup plan;2024-05-24 16:52:33
tr5;Pcp4;Dropped truck from pickup plan;2024-05-24 17:02:22
tr40;Pcp6;Dropped truck from pickup plan;2024-05-24 17:53:59
tr26;Pcp5;Dropped truck from pickup plan;2024-05-27 08:51:04
tr36;Pcp3;Assigned truck for pickup plan;2024-05-27 09:11:30
tr3;Pcp3;Dropped truck from pickup plan;2024-05-27 09:37:57
tr40;Pcp5;Assigned truck for pickup plan;2024-05-27 10:26:27
tr2;Pcp8;Dropped truck from pickup plan;2024-05-27 10:31:51
tr12;Pcp4;Dropped truck from pickup plan;2024-05-27 10:50:24
tr13;Pcp5;Assigned truck for pickup plan;2024-05-27 11:28:38
tr37;Pcp5;Dropped truck from pickup plan;2024-05-27 11:44:56
tr29;Pcp6;Dropped truck from pickup plan;2024-05-27 11:48:47
tr25;Pcp3;Dropped truck from pickup plan;2024-05-27 11:54:21
tr7;Pcp3;Dropped truck from pickup plan;2024-05-27 12:00:50
tr31;Pcp5;Dropped truck from pickup plan;2024-05-27 13:44:43
tr22;Pcp2;Dropped truck from pickup plan;2024-05-27 14:25:02
tr5;Pcp6;Assigned truck for pickup plan;2024-05-27 14:41:40
tr42;Pcp3;Dropped truck from pickup plan;2024-05-27 14:46:03
tr3;Pcp3;Assigned truck for pickup plan;2024-05-27 14:46:32
tr16;Pcp4;Dropped truck from pickup plan;2024-05-27 14:57:52
tr12;Pcp4;Assigned truck for pickup plan;2024-05-27 15:07:35
tr50;Pcp5;Dropped truck from pickup plan;2024-05-27 15:27:56
tr7;Pcp5;Assigned truck for pickup plan;2024-05-27 15:32:34
tr26;Pcp4;Assigned truck for pickup plan;2024-05-27 15:34:57
tr2;Pcp5;Assigned truck for pickup plan;2024-05-27 15:38:45
tr46;Pcp2;Dropped truck from pickup plan;2024-05-27 15:42:00
tr15;Pcp5;Dropped truck from pickup plan;2024-05-27 15:48:17
tr29;Pcp6;Assigned truck for pickup plan;2024-05-27 15:55:00
tr45;Pcp6;Dropped truck from pickup plan;2024-05-27 15:56:34
tr22;Pcp3;Assigned truck for pickup plan;2024-05-27 16:01:19
tr11;Pcp2;Dropped truck from pickup plan;2024-05-27 16:01:39
tr4;Pcp4;Dropped truck from pickup plan;2024-05-27 16:14:36
tr10;Pcp4;Dropped truck from pickup plan;2024-05-27 16:34:27
tr27;Pcp2;Dropped truck from pickup plan;2024-05-27 16:48:14
tr16;Pcp3;Assigned truck for pickup plan;2024-05-27 17:48:27
tr15;Pcp6;Assigned truck for pickup plan;2024-05-27 18:14:14
tr42;Pcp4;Assigned truck for pickup plan;2024-05-27 18:49:14
tr30;Pcp6;Dropped truck from pickup plan;2024-05-28 07:34:04
tr39;Pcp6;Dropped truck from pickup plan;2024-05-28 07:36:43
tr46;Pcp3;Assigned truck for pickup plan;2024-05-28 07:55:54
tr8;Pcp8;Dropped truck from pickup plan;2024-05-28 08:09:09
tr32;Pcp5;Dropped truck from pickup plan;2024-05-28 08:25:22
tr10;Pcp6;Assigned truck for pickup plan;2024-05-28 08:34:03
tr45;Pcp4;Assigned truck for pickup plan;2024-05-28 08:51:33
tr31;Pcp5;Assigned truck for pickup plan;2024-05-28 09:17:49
tr11;Pcp5;Assigned truck for pickup plan;2024-05-28 09:19:28
tr37;Pcp3;Assigned truck for pickup plan;2024-05-28 09:26:15
tr25;Pcp3;Assigned truck for pickup plan;2024-05-28 09:35:25
tr18;Pcp6;Dropped truck from pickup plan;2024-05-28 10:18:09
tr44;Pcp8;Dropped truck from pickup plan;2024-05-28 10:37:05
tr27;Pcp4;Assigned truck for pickup plan;2024-05-28 10:50:29
tr4;Pcp5;Assigned truck for pickup plan;2024-05-28 11:17:46
tr50;Pcp6;Assigned truck for pickup plan;2024-05-28 11:28:04
tr48;Pcp8;Dropped truck from pickup plan;2024-05-28 11:46:20
tr8;Pcp6;Assigned truck for pickup plan;2024-05-28 12:06:47
tr30;Pcp4;Assigned truck for pickup plan;2024-05-28 14:11:26
tr6;Pcp6;Dropped truck from pickup plan;2024-05-28 14:27:42
tr39;Pcp4;Assigned truck for pickup plan;2024-05-28 14:47:33
tr44;Pcp6;Assigned truck for pickup plan;2024-05-28 15:17:41
tr32;Pcp4;Assigned truck for pickup plan;2024-05-28 15:29:48
tr18;Pcp4;Assigned truck for pickup plan;2024-05-28 15:31:34
tr28;Pcp3;Dropped truck from pickup plan;2024-05-28 15:33:28
tr38;Pcp2;Dropped truck from pickup plan;2024-05-28 15:53:15
tr1;Pcp4;Dropped truck from pickup plan;2024-05-28 16:00:39
tr9;Pcp4;Dropped truck from pickup plan;2024-05-28 16:37:13
tr6;Pcp6;Assigned truck for pickup plan;2024-05-28 16:37:15
tr21;Pcp4;Dropped truck from pickup plan;2024-05-28 18:38:01
tr17;Pcp6;Dropped truck from pickup plan;2024-05-29 08:15:28
tr33;Pcp8;Dropped truck from pickup plan;2024-05-29 08:16:01
tr1;Pcp5;Assigned truck for pickup plan;2024-05-29 08:19:56
tr38;Pcp4;Assigned truck for pickup plan;2024-05-29 08:21:00
tr35;Pcp6;Dropped truck from pickup plan;2024-05-29 08:26:22
tr23;Pcp8;Dropped truck from pickup plan;2024-05-29 08:29:37
tr9;Pcp4;Assigned truck for pickup plan;2024-05-29 08:48:19
tr28;Pcp4;Assigned truck for pickup plan;2024-05-29 09:00:21
tr19;Pcp8;Dropped truck from pickup plan;2024-05-29 09:23:00
tr48;Pcp4;Assigned truck for pickup plan;2024-05-29 09:46:21
tr17;Pcp6;Assigned truck for pickup plan;2024-05-29 10:25:47
tr33;Pcp6;Assigned truck for pickup plan;2024-05-29 10:33:12
tr21;Pcp4;Assigned truck for pickup plan;2024-05-29 10:50:58
tr19;Pcp5;Assigned truck for pickup plan;2024-05-29 11:24:53
tr35;Pcp4;Assigned truck for pickup plan;2024-05-29 11:26:14
tr22;Pcp3;Dropped truck from pickup plan;2024-05-29 11:35:49
tr2;Pcp5;Dropped truck from pickup plan;2024-05-29 11:52:03
tr23;Pcp4;Assigned truck for pickup plan;2024-05-29 12:40:57
tr42;Pcp4;Dropped truck from pickup plan;2024-05-29 13:51:16
tr13;Pcp5;Dropped truck from pickup plan;2024-05-29 13:52:22
tr49;Pcp3;Dropped truck from pickup plan;2024-05-29 13:53:19
tr40;Pcp5;Dropped truck from pickup plan;2024-05-29 13:53:36
tr47;Pcp3;Dropped truck from pickup plan;2024-05-29 14:19:38
tr12;Pcp4;Dropped truck from pickup plan;2024-05-29 14:56:23
tr3;Pcp3;Dropped truck from pickup plan;2024-05-29 15:31:26
tr43;Pcp8;Dropped truck from pickup plan;2024-05-29 15:47:10
tr5;Pcp6;Dropped truck from pickup plan;2024-05-29 15:52:05
tr2;Pcp5;Assigned truck for pickup plan;2024-05-29 15:54:19
tr42;Pcp4;Assigned truck for pickup plan;2024-05-29 16:09:47
tr40;Pcp4;Assigned truck for pickup plan;2024-05-29 16:20:32
tr47;Pcp4;Assigned truck for pickup plan;2024-05-29 16:30:34
tr49;Pcp5;Assigned truck for pickup plan;2024-05-29 16:35:56
tr22;Pcp5;Assigned truck for pickup plan;2024-05-29 17:02:30
tr45;Pcp4;Dropped truck from pickup plan;2024-05-29 18:12:36
tr3;Pcp4;Assigned truck for pickup plan;2024-05-29 19:17:32
tr13;Pcp4;Assigned truck for pickup plan;2024-05-30 08:42:09
tr20;Pcp4;Dropped truck from pickup plan;2024-05-30 08:44:59
tr14;Pcp8;Dropped truck from pickup plan;2024-05-30 08:57:42
tr43;Pcp4;Assigned truck for pickup plan;2024-05-30 09:42:33
tr32;Pcp4;Dropped truck from pickup plan;2024-05-30 09:56:23
tr34;Pcp6;Dropped truck from pickup plan;2024-05-30 09:56:38
tr45;Pcp4;Assigned truck for pickup plan;2024-05-30 10:02:42
tr36;Pcp3;Dropped truck from pickup plan;2024-05-30 10:04:10
tr46;Pcp3;Dropped truck from pickup plan;2024-05-30 10:41:57
tr15;Pcp6;Dropped truck from pickup plan;2024-05-30 10:52:31
tr25;Pcp3;Dropped truck from pickup plan;2024-05-30 10:57:00
tr12;Pcp5;Assigned truck for pickup plan;2024-05-30 11:28:27
tr20;Pcp5;Assigned truck for pickup plan;2024-05-30 11:37:16
tr36;Pcp4;Assigned truck for pickup plan;2024-05-30 11:46:43
tr37;Pcp3;Dropped truck from pickup plan;2024-05-30 11:48:58
tr29;Pcp6;Dropped truck from pickup plan;2024-05-30 12:03:51
tr5;Pcp4;Assigned truck for pickup plan;2024-05-30 13:29:15
tr24;Pcp4;Dropped truck from pickup plan;2024-05-30 13:51:07
tr32;Pcp5;Assigned truck for pickup plan;2024-05-30 14:00:51
tr34;Pcp4;Assigned truck for pickup plan;2024-05-30 14:40:53
tr25;Pcp6;Assigned truck for pickup plan;2024-05-30 14:44:27
tr14;Pcp4;Assigned truck for pickup plan;2024-05-30 14:57:22
tr29;Pcp5;Assigned truck for pickup plan;2024-05-30 15:08:14
tr26;Pcp4;Dropped truck from pickup plan;2024-05-30 15:52:01
tr28;Pcp4;Dropped truck from pickup plan;2024-05-30 16:00:44
tr10;Pcp6;Dropped truck from pickup plan;2024-05-30 16:08:49
tr37;Pcp4;Assigned truck for pickup plan;2024-05-30 16:16:31
tr31;Pcp5;Dropped truck from pickup plan;2024-05-30 16:21:59
tr38;Pcp4;Dropped truck from pickup plan;2024-05-30 16:32:28
tr46;Pcp6;Assigned truck for pickup plan;2024-05-30 16:46:41
tr1;Pcp5;Dropped truck from pickup plan;2024-05-30 17:20:56
tr18;Pcp4;Dropped truck from pickup plan;2024-05-31 07:52:33
tr41;Pcp3;Dropped truck from pickup plan;2024-05-31 08:01:50
tr6;Pcp6;Dropped truck from pickup plan;2024-05-31 08:21:34
tr4;Pcp5;Dropped truck from pickup plan;2024-05-31 08:26:02
tr15;Pcp6;Assigned truck for pickup plan;2024-05-31 08:39:49
tr7;Pcp5;Dropped truck from pickup plan;2024-05-31 09:13:04
tr31;Pcp6;Assigned truck for pickup plan;2024-05-31 09:26:22
tr33;Pcp6;Dropped truck from pickup plan;2024-05-31 09:36:45
tr2;Pcp5;Dropped truck from pickup plan;2024-05-31 09:49:11
tr26;Pcp4;Assigned truck for pickup plan;2024-05-31 09:54:49
tr24;Pcp5;Assigned truck for pickup plan;2024-05-31 10:22:12
tr19;Pcp5;Dropped truck from pickup plan;2024-05-31 10:33:36
tr10;Pcp6;Assigned truck for pickup plan;2024-05-31 10:46:53
tr38;Pcp4;Assigned truck for pickup plan;2024-05-31 10:49:28
tr1;Pcp6;Assigned truck for pickup plan;2024-05-31 11:00:24
tr18;Pcp5;Assigned truck for pickup plan;2024-05-31 11:19:10
tr44;Pcp6;Dropped truck from pickup plan;2024-05-31 11:24:03
tr30;Pcp4;Dropped truck from pickup plan;2024-05-31 11:58:00
tr41;Pcp5;Assigned truck for pickup plan;2024-05-31 12:08:16
tr7;Pcp5;Assigned truck for pickup plan;2024-05-31 12:12:40
tr6;Pcp6;Assigned truck for pickup plan;2024-05-31 12:21:07
tr33;Pcp5;Assigned truck for pickup plan;2024-05-31 12:38:13
tr4;Pcp6;Assigned truck for pickup plan;2024-05-31 13:59:45
tr17;Pcp6;Dropped truck from pickup plan;2024-05-31 14:00:14
tr28;Pcp4;Assigned truck for pickup plan;2024-05-31 14:00:42
tr44;Pcp6;Assigned truck for pickup plan;2024-05-31 14:24:18
tr2;Pcp5;Assigned truck for pickup plan;2024-05-31 14:57:36
tr19;Pcp5;Assigned truck for pickup plan;2024-05-31 15:00:06
tr17;Pcp6;Assigned truck for pickup plan;2024-05-31 15:43:16
tr30;Pcp6;Assigned truck for pickup plan;2024-05-31 16:08:15
tr48;Pcp4;Dropped truck from pickup plan;2024-05-31 19:07:57
tr11;Pcp5;Dropped truck from pickup plan;2024-06-03 07:57:27
tr49;Pcp5;Dropped truck from pickup plan;2024-06-03 09:26:00
tr9;Pcp4;Dropped truck from pickup plan;2024-06-03 09:46:19
tr3;Pcp4;Dropped truck from pickup plan;2024-06-03 10:17:14
tr40;Pcp4;Dropped truck from pickup plan;2024-06-03 10:51:25
tr11;Pcp5;Assigned truck for pickup plan;2024-06-03 10:54:56
tr21;Pcp4;Dropped truck from pickup plan;2024-06-03 10:57:35
tr45;Pcp4;Dropped truck from pickup plan;2024-06-03 11:52:55
tr34;Pcp4;Dropped truck from pickup plan;2024-06-03 11:54:57
tr48;Pcp6;Assigned truck for pickup plan;2024-06-03 12:08:11
tr49;Pcp6;Assigned truck for pickup plan;2024-06-03 12:31:07
tr43;Pcp4;Dropped truck from pickup plan;2024-06-03 13:28:28
tr20;Pcp5;Dropped truck from pickup plan;2024-06-03 14:21:57
tr40;Pcp6;Assigned truck for pickup plan;2024-06-03 14:49:33
tr12;Pcp5;Dropped truck from pickup plan;2024-06-03 14:53:45
tr3;Pcp5;Assigned truck for pickup plan;2024-06-03 15:09:54
tr21;Pcp5;Assigned truck for pickup plan;2024-06-03 15:55:55
tr24;Pcp5;Dropped truck from pickup plan;2024-06-03 17:10:08
tr47;Pcp4;Dropped truck from pickup plan;2024-06-03 17:42:27
tr46;Pcp6;Dropped truck from pickup plan;2024-06-03 17:51:03
tr35;Pcp4;Dropped truck from pickup plan;2024-06-03 18:31:42
tr39;Pcp4;Dropped truck from pickup plan;2024-06-04 07:53:55
tr23;Pcp4;Dropped truck from pickup plan;2024-06-04 07:55:54
tr9;Pcp6;Assigned truck for pickup plan;2024-06-04 08:14:34
tr50;Pcp6;Dropped truck from pickup plan;2024-06-04 08:52:17
tr18;Pcp5;Dropped truck from pickup plan;2024-06-04 10:14:47
tr41;Pcp5;Dropped truck from pickup plan;2024-06-04 10:36:12
tr16;Pcp3;Dropped truck from pickup plan;2024-06-04 10:44:04
tr38;Pcp4;Dropped truck from pickup plan;2024-06-04 10:49:15
tr14;Pcp4;Dropped truck from pickup plan;2024-06-04 11:44:52
tr31;Pcp6;Dropped truck from pickup plan;2024-06-04 12:05:50
tr10;Pcp6;Dropped truck from pickup plan;2024-06-04 13:36:51
tr25;Pcp6;Dropped truck from pickup plan;2024-06-04 14:48:57
tr19;Pcp5;Dropped truck from pickup plan;2024-06-04 15:47:20
tr26;Pcp4;Dropped truck from pickup plan;2024-06-04 16:21:18
tr44;Pcp6;Dropped truck from pickup plan;2024-06-04 16:46:25
tr8;Pcp6;Dropped truck from pickup plan;2024-06-04 17:33:23
tr42;Pcp4;Dropped truck from pickup plan;2024-06-05 07:30:33
tr30;Pcp6;Dropped truck from pickup plan;2024-06-05 07:52:03
tr29;Pcp5;Dropped truck from pickup plan;2024-06-05 07:56:25
tr7;Pcp5;Dropped truck from pickup plan;2024-06-05 08:05:53
tr36;Pcp4;Dropped truck from pickup plan;2024-06-05 08:19:16
tr27;Pcp4;Dropped truck from pickup plan;2024-06-05 08:23:23
tr17;Pcp6;Dropped truck from pickup plan;2024-06-05 08:35:16
tr6;Pcp6;Dropped truck from pickup plan;2024-06-05 08:36:08
tr28;Pcp4;Dropped truck from pickup plan;2024-06-05 11:02:49
tr40;Pcp6;Dropped truck from pickup plan;2024-06-05 13:57:24
tr48;Pcp6;Dropped truck from pickup plan;2024-06-05 14:58:32
tr22;Pcp5;Dropped truck from pickup plan;2024-06-05 15:21:18
