Event_id,Timestamp,Activity,Objects,Relations,ObjectChanges,RelationChanges
load_truck_Pcp4_tr17,2024-05-01 10:03:06,Load Truck,['tr17'],,"[{'ObjectId': 'tr17', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
print_w_ticket_Pcp55_tr30,2024-05-01 10:04:09,Print the Weighing Ticket,['tr30'],,"[{'ObjectId': 'tr30', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp55_tr30,2024-05-01 10:04:09,Input the Tally Sheet,['tr30'],,"[{'ObjectId': 'tr30', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
eval_trs_exit_tr37_Pcp41,2024-05-01 10:04:13,Evaluate the Truck Exit,['tr37'],['Pcp41_to_tr37'],"[{'ObjectId': 'tr37', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp41_to_tr37', 'Target': 'tr37', 'ChangeStatus': 'deletedTarget'}]"
weigh_loaded_truck_Pcp74_tr43,2024-05-01 10:04:41,Weigh the Loaded Truck,['tr43'],,"[{'ObjectId': 'tr43', 'Attribute': 'Truck Weight', 'NewValue': 19965.9}, {'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
load_truck_Pcp5_tr22,2024-05-01 10:05:32,Load Truck,['tr22'],,"[{'ObjectId': 'tr22', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_loaded_truck_Pcp81_tr44,2024-05-01 10:05:35,Weigh the Loaded Truck,['tr44'],,"[{'ObjectId': 'tr44', 'Attribute': 'Truck Weight', 'NewValue': 21307.9}, {'ObjectId': 'tr44', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
eval_trs_exit_tr30_Pcp55,2024-05-01 10:06:53,Evaluate the Truck Exit,['tr30'],['Pcp55_to_tr30'],"[{'ObjectId': 'tr30', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp55_to_tr30', 'Target': 'tr30', 'ChangeStatus': 'deletedTarget'}]"
weigh_loaded_truck_Pcp22_tr2,2024-05-01 10:07:08,Weigh the Loaded Truck,['tr2'],,"[{'ObjectId': 'tr2', 'Attribute': 'Truck Weight', 'NewValue': 19080.6}, {'ObjectId': 'tr2', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
weigh_empty_truck_Pcp5_tr39,2024-05-01 10:07:45,Weigh the Empty Truck,['tr39'],,"[{'ObjectId': 'tr39', 'Attribute': 'Truck Weight', 'NewValue': 13709.6}, {'ObjectId': 'tr39', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
weigh_loaded_truck_Pcp41_tr47,2024-05-01 10:08:12,Weigh the Loaded Truck,['tr47'],,"[{'ObjectId': 'tr47', 'Attribute': 'Truck Weight', 'NewValue': 18019.3}, {'ObjectId': 'tr47', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
assign_tr3_Pcp98,2024-05-01 10:08:12,Assign Truck,['tr3'],['Pcp98_to_tr3'],"[{'ObjectId': 'tr3', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr3', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp98'}, {'ObjectId': 'tr3', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5533.2}, {'ObjectId': 'tr3', 'Attribute': 'Cargo ID', 'NewValue': 'Cr9'}, {'ObjectId': 'tr3', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp98_to_tr3', 'Target': 'tr3', 'ChangeStatus': 'addedTarget'}]"
input_tally_sheet_Pcp74_tr43,2024-05-01 10:09:15,Input the Tally Sheet,['tr43'],,"[{'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp74_tr43,2024-05-01 10:09:15,Print the Weighing Ticket,['tr43'],,"[{'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
assign_tr46_Pcp86,2024-05-01 10:09:21,Assign Truck,['tr46'],['Pcp86_to_tr46'],"[{'ObjectId': 'tr46', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr46', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp86'}, {'ObjectId': 'tr46', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5597.9}, {'ObjectId': 'tr46', 'Attribute': 'Cargo ID', 'NewValue': 'Cr17'}, {'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp86_to_tr46', 'Target': 'tr46', 'ChangeStatus': 'addedTarget'}]"
assign_tr28_Pcp86,2024-05-01 10:09:22,Assign Truck,['tr28'],['Pcp86_to_tr28'],"[{'ObjectId': 'tr28', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr28', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp86'}, {'ObjectId': 'tr28', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5691.6}, {'ObjectId': 'tr28', 'Attribute': 'Cargo ID', 'NewValue': 'Cr17'}, {'ObjectId': 'tr28', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp86_to_tr28', 'Target': 'tr28', 'ChangeStatus': 'addedTarget'}]"
weigh_empty_truck_Pcp98_tr3,2024-05-01 10:09:26,Weigh the Empty Truck,['tr3'],,"[{'ObjectId': 'tr3', 'Attribute': 'Truck Weight', 'NewValue': 15773.8}, {'ObjectId': 'tr3', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
weigh_loaded_truck_Pcp64_tr35,2024-05-01 10:09:32,Weigh the Loaded Truck,['tr35'],,"[{'ObjectId': 'tr35', 'Attribute': 'Truck Weight', 'NewValue': 19135.6}, {'ObjectId': 'tr35', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
weigh_empty_truck_Pcp4_tr24,2024-05-01 10:09:57,Weigh the Empty Truck,['tr24'],,"[{'ObjectId': 'tr24', 'Attribute': 'Truck Weight', 'NewValue': 15986.6}, {'ObjectId': 'tr24', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
eval_trs_exit_tr43_Pcp74,2024-05-01 10:10:07,Evaluate the Truck Exit,['tr43'],['Pcp74_to_tr43'],"[{'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp74_to_tr43', 'Target': 'tr43', 'ChangeStatus': 'deletedTarget'}]"
load_truck_Pcp4_tr24,2024-05-01 10:10:42,Load Truck,['tr24'],,"[{'ObjectId': 'tr24', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
load_truck_Pcp98_tr3,2024-05-01 10:10:48,Load Truck,['tr3'],,"[{'ObjectId': 'tr3', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_loaded_truck_Pcp22_tr31,2024-05-01 10:10:56,Weigh the Loaded Truck,['tr31'],,"[{'ObjectId': 'tr31', 'Attribute': 'Truck Weight', 'NewValue': 22075.7}, {'ObjectId': 'tr31', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
print_w_ticket_Pcp22_tr2,2024-05-01 10:11:02,Print the Weighing Ticket,['tr2'],,"[{'ObjectId': 'tr2', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp22_tr2,2024-05-01 10:11:02,Input the Tally Sheet,['tr2'],,"[{'ObjectId': 'tr2', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
load_truck_Pcp5_tr39,2024-05-01 10:11:10,Load Truck,['tr39'],,"[{'ObjectId': 'tr39', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
print_w_ticket_Pcp64_tr35,2024-05-01 10:11:15,Print the Weighing Ticket,['tr35'],,"[{'ObjectId': 'tr35', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp64_tr35,2024-05-01 10:11:15,Input the Tally Sheet,['tr35'],,"[{'ObjectId': 'tr35', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
assign_tr19_Pcp98,2024-05-01 10:11:38,Assign Truck,['tr19'],['Pcp98_to_tr19'],"[{'ObjectId': 'tr19', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr19', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp98'}, {'ObjectId': 'tr19', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5709.6}, {'ObjectId': 'tr19', 'Attribute': 'Cargo ID', 'NewValue': 'Cr9'}, {'ObjectId': 'tr19', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp98_to_tr19', 'Target': 'tr19', 'ChangeStatus': 'addedTarget'}]"
print_w_ticket_Pcp81_tr44,2024-05-01 10:12:14,Print the Weighing Ticket,['tr44'],,"[{'ObjectId': 'tr44', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp81_tr44,2024-05-01 10:12:14,Input the Tally Sheet,['tr44'],,"[{'ObjectId': 'tr44', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
weigh_empty_truck_Pcp98_tr19,2024-05-01 10:12:24,Weigh the Empty Truck,['tr19'],,"[{'ObjectId': 'tr19', 'Attribute': 'Truck Weight', 'NewValue': 12549.2}, {'ObjectId': 'tr19', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
weigh_loaded_truck_Pcp28_tr38,2024-05-01 10:12:41,Weigh the Loaded Truck,['tr38'],,"[{'ObjectId': 'tr38', 'Attribute': 'Truck Weight', 'NewValue': 18360.5}, {'ObjectId': 'tr38', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
input_tally_sheet_Pcp41_tr47,2024-05-01 10:12:42,Input the Tally Sheet,['tr47'],,"[{'ObjectId': 'tr47', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp41_tr47,2024-05-01 10:12:42,Print the Weighing Ticket,['tr47'],,"[{'ObjectId': 'tr47', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
eval_trs_exit_tr44_Pcp81,2024-05-01 10:13:27,Evaluate the Truck Exit,['tr44'],['Pcp81_to_tr44'],"[{'ObjectId': 'tr44', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp81_to_tr44', 'Target': 'tr44', 'ChangeStatus': 'deletedTarget'}]"
weigh_loaded_truck_Pcp74_tr8,2024-05-01 10:13:31,Weigh the Loaded Truck,['tr8'],,"[{'ObjectId': 'tr8', 'Attribute': 'Truck Weight', 'NewValue': 17020.9}, {'ObjectId': 'tr8', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
eval_trs_exit_tr47_Pcp41,2024-05-01 10:14:09,Evaluate the Truck Exit,['tr47'],['Pcp41_to_tr47'],"[{'ObjectId': 'tr47', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp41_to_tr47', 'Target': 'tr47', 'ChangeStatus': 'deletedTarget'}]"
load_truck_Pcp98_tr19,2024-05-01 10:14:30,Load Truck,['tr19'],,"[{'ObjectId': 'tr19', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
eval_trs_exit_tr35_Pcp64,2024-05-01 10:14:33,Evaluate the Truck Exit,['tr35'],['Pcp64_to_tr35'],"[{'ObjectId': 'tr35', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp64_to_tr35', 'Target': 'tr35', 'ChangeStatus': 'deletedTarget'}]"
eval_trs_exit_tr2_Pcp22,2024-05-01 10:14:40,Evaluate the Truck Exit,['tr2'],['Pcp22_to_tr2'],"[{'ObjectId': 'tr2', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp22_to_tr2', 'Target': 'tr2', 'ChangeStatus': 'deletedTarget'}]"
input_tally_sheet_Pcp28_tr38,2024-05-01 10:15:09,Input the Tally Sheet,['tr38'],,"[{'ObjectId': 'tr38', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp28_tr38,2024-05-01 10:15:09,Print the Weighing Ticket,['tr38'],,"[{'ObjectId': 'tr38', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
weigh_empty_truck_Pcp86_tr28,2024-05-01 10:15:40,Weigh the Empty Truck,['tr28'],,"[{'ObjectId': 'tr28', 'Attribute': 'Truck Weight', 'NewValue': 15127.9}, {'ObjectId': 'tr28', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
weigh_loaded_truck_Pcp59_tr25,2024-05-01 10:16:03,Weigh the Loaded Truck,['tr25'],,"[{'ObjectId': 'tr25', 'Attribute': 'Truck Weight', 'NewValue': 21366.9}, {'ObjectId': 'tr25', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
load_truck_Pcp86_tr28,2024-05-01 10:16:57,Load Truck,['tr28'],,"[{'ObjectId': 'tr28', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
eval_trs_exit_tr38_Pcp28,2024-05-01 10:17:02,Evaluate the Truck Exit,['tr38'],['Pcp28_to_tr38'],"[{'ObjectId': 'tr38', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp28_to_tr38', 'Target': 'tr38', 'ChangeStatus': 'deletedTarget'}]"
print_w_ticket_Pcp74_tr8,2024-05-01 10:17:46,Print the Weighing Ticket,['tr8'],,"[{'ObjectId': 'tr8', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp74_tr8,2024-05-01 10:17:46,Input the Tally Sheet,['tr8'],,"[{'ObjectId': 'tr8', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
weigh_empty_truck_Pcp86_tr46,2024-05-01 10:18:06,Weigh the Empty Truck,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'Truck Weight', 'NewValue': 12846.3}, {'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
input_tally_sheet_Pcp59_tr25,2024-05-01 10:18:12,Input the Tally Sheet,['tr25'],,"[{'ObjectId': 'tr25', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp59_tr25,2024-05-01 10:18:12,Print the Weighing Ticket,['tr25'],,"[{'ObjectId': 'tr25', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
print_w_ticket_Pcp22_tr31,2024-05-01 10:18:18,Print the Weighing Ticket,['tr31'],,"[{'ObjectId': 'tr31', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp22_tr31,2024-05-01 10:18:18,Input the Tally Sheet,['tr31'],,"[{'ObjectId': 'tr31', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
eval_trs_exit_tr8_Pcp74,2024-05-01 10:18:33,Evaluate the Truck Exit,['tr8'],['Pcp74_to_tr8'],"[{'ObjectId': 'tr8', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp74_to_tr8', 'Target': 'tr8', 'ChangeStatus': 'deletedTarget'}]"
eval_trs_exit_tr31_Pcp22,2024-05-01 10:20:27,Evaluate the Truck Exit,['tr31'],['Pcp22_to_tr31'],"[{'ObjectId': 'tr31', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp22_to_tr31', 'Target': 'tr31', 'ChangeStatus': 'deletedTarget'}]"
assign_tr15_Pcp67,2024-05-01 10:20:47,Assign Truck,['tr15'],['Pcp67_to_tr15'],"[{'ObjectId': 'tr15', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr15', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp67'}, {'ObjectId': 'tr15', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5729.5}, {'ObjectId': 'tr15', 'Attribute': 'Cargo ID', 'NewValue': 'Cr6'}, {'ObjectId': 'tr15', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp67_to_tr15', 'Target': 'tr15', 'ChangeStatus': 'addedTarget'}]"
assign_tr14_Pcp67,2024-05-01 10:20:48,Assign Truck,['tr14'],['Pcp67_to_tr14'],"[{'ObjectId': 'tr14', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr14', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp67'}, {'ObjectId': 'tr14', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5642.4}, {'ObjectId': 'tr14', 'Attribute': 'Cargo ID', 'NewValue': 'Cr6'}, {'ObjectId': 'tr14', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp67_to_tr14', 'Target': 'tr14', 'ChangeStatus': 'addedTarget'}]"
weigh_empty_truck_Pcp67_tr15,2024-05-01 10:22:07,Weigh the Empty Truck,['tr15'],,"[{'ObjectId': 'tr15', 'Attribute': 'Truck Weight', 'NewValue': 11972.8}, {'ObjectId': 'tr15', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp67_tr15,2024-05-01 10:22:55,Load Truck,['tr15'],,"[{'ObjectId': 'tr15', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
load_truck_Pcp86_tr46,2024-05-01 10:23:25,Load Truck,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
eval_trs_exit_tr25_Pcp59,2024-05-01 10:23:46,Evaluate the Truck Exit,['tr25'],['Pcp59_to_tr25'],"[{'ObjectId': 'tr25', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp59_to_tr25', 'Target': 'tr25', 'ChangeStatus': 'deletedTarget'}]"
weigh_loaded_truck_Pcp59_tr23,2024-05-01 10:26:52,Weigh the Loaded Truck,['tr23'],,"[{'ObjectId': 'tr23', 'Attribute': 'Truck Weight', 'NewValue': 19658.1}, {'ObjectId': 'tr23', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
weigh_loaded_truck_Pcp5_tr22,2024-05-01 10:26:59,Weigh the Loaded Truck,['tr22'],,"[{'ObjectId': 'tr22', 'Attribute': 'Truck Weight', 'NewValue': 17134.6}, {'ObjectId': 'tr22', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
weigh_loaded_truck_Pcp36_tr27,2024-05-01 10:27:12,Weigh the Loaded Truck,['tr27'],,"[{'ObjectId': 'tr27', 'Attribute': 'Truck Weight', 'NewValue': 20074.1}, {'ObjectId': 'tr27', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
assign_tr44_Pcp72,2024-05-01 10:27:59,Assign Truck,['tr44'],['Pcp72_to_tr44'],"[{'ObjectId': 'tr44', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr44', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp72'}, {'ObjectId': 'tr44', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5103.8}, {'ObjectId': 'tr44', 'Attribute': 'Cargo ID', 'NewValue': 'Cr8'}, {'ObjectId': 'tr44', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp72_to_tr44', 'Target': 'tr44', 'ChangeStatus': 'addedTarget'}]"
assign_tr29_Pcp72,2024-05-01 10:28:06,Assign Truck,['tr29'],['Pcp72_to_tr29'],"[{'ObjectId': 'tr29', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr29', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp72'}, {'ObjectId': 'tr29', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5221.5}, {'ObjectId': 'tr29', 'Attribute': 'Cargo ID', 'NewValue': 'Cr8'}, {'ObjectId': 'tr29', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp72_to_tr29', 'Target': 'tr29', 'ChangeStatus': 'addedTarget'}]"
input_tally_sheet_Pcp59_tr23,2024-05-01 10:29:59,Input the Tally Sheet,['tr23'],,"[{'ObjectId': 'tr23', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp59_tr23,2024-05-01 10:29:59,Print the Weighing Ticket,['tr23'],,"[{'ObjectId': 'tr23', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
weigh_loaded_truck_Pcp36_tr6,2024-05-01 10:30:22,Weigh the Loaded Truck,['tr6'],,"[{'ObjectId': 'tr6', 'Attribute': 'Truck Weight', 'NewValue': 20642.3}, {'ObjectId': 'tr6', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
weigh_loaded_truck_Pcp67_tr15,2024-05-01 10:30:54,Weigh the Loaded Truck,['tr15'],,"[{'ObjectId': 'tr15', 'Attribute': 'Truck Weight', 'NewValue': 17702.3}, {'ObjectId': 'tr15', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
eval_trs_exit_tr23_Pcp59,2024-05-01 10:31:45,Evaluate the Truck Exit,['tr23'],['Pcp59_to_tr23'],"[{'ObjectId': 'tr23', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp59_to_tr23', 'Target': 'tr23', 'ChangeStatus': 'deletedTarget'}]"
weigh_empty_truck_Pcp72_tr29,2024-05-01 10:32:20,Weigh the Empty Truck,['tr29'],,"[{'ObjectId': 'tr29', 'Attribute': 'Truck Weight', 'NewValue': 12567.8}, {'ObjectId': 'tr29', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
assign_tr12_Pcp38,2024-05-01 10:32:37,Assign Truck,['tr12'],['Pcp38_to_tr12'],"[{'ObjectId': 'tr12', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr12', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp38'}, {'ObjectId': 'tr12', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5311.8}, {'ObjectId': 'tr12', 'Attribute': 'Cargo ID', 'NewValue': 'Cr4'}, {'ObjectId': 'tr12', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp38_to_tr12', 'Target': 'tr12', 'ChangeStatus': 'addedTarget'}]"
weigh_empty_truck_Pcp67_tr14,2024-05-01 10:32:38,Weigh the Empty Truck,['tr14'],,"[{'ObjectId': 'tr14', 'Attribute': 'Truck Weight', 'NewValue': 15762.7}, {'ObjectId': 'tr14', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
assign_tr25_Pcp38,2024-05-01 10:32:42,Assign Truck,['tr25'],['Pcp38_to_tr25'],"[{'ObjectId': 'tr25', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr25', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp38'}, {'ObjectId': 'tr25', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5304.6}, {'ObjectId': 'tr25', 'Attribute': 'Cargo ID', 'NewValue': 'Cr4'}, {'ObjectId': 'tr25', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp38_to_tr25', 'Target': 'tr25', 'ChangeStatus': 'addedTarget'}]"
print_w_ticket_Pcp5_tr22,2024-05-01 10:32:55,Print the Weighing Ticket,['tr22'],,"[{'ObjectId': 'tr22', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
print_w_ticket_Pcp36_tr27,2024-05-01 10:32:55,Print the Weighing Ticket,['tr27'],,"[{'ObjectId': 'tr27', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp5_tr22,2024-05-01 10:32:55,Input the Tally Sheet,['tr22'],,"[{'ObjectId': 'tr22', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
input_tally_sheet_Pcp36_tr27,2024-05-01 10:32:55,Input the Tally Sheet,['tr27'],,"[{'ObjectId': 'tr27', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
load_truck_Pcp67_tr14,2024-05-01 10:33:34,Load Truck,['tr14'],,"[{'ObjectId': 'tr14', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
load_truck_Pcp72_tr29,2024-05-01 10:33:46,Load Truck,['tr29'],,"[{'ObjectId': 'tr29', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_empty_truck_Pcp38_tr12,2024-05-01 10:34:29,Weigh the Empty Truck,['tr12'],,"[{'ObjectId': 'tr12', 'Attribute': 'Truck Weight', 'NewValue': 13237.8}, {'ObjectId': 'tr12', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
eval_trs_exit_tr22_Pcp5,2024-05-01 10:34:39,Evaluate the Truck Exit,['tr22'],['Pcp5_to_tr22'],"[{'ObjectId': 'tr22', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp5_to_tr22', 'Target': 'tr22', 'ChangeStatus': 'deletedTarget'}]"
eval_trs_exit_tr27_Pcp36,2024-05-01 10:34:46,Evaluate the Truck Exit,['tr27'],['Pcp36_to_tr27'],"[{'ObjectId': 'tr27', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp36_to_tr27', 'Target': 'tr27', 'ChangeStatus': 'deletedTarget'}]"
load_truck_Pcp38_tr12,2024-05-01 10:35:03,Load Truck,['tr12'],,"[{'ObjectId': 'tr12', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
input_tally_sheet_Pcp36_tr6,2024-05-01 10:36:29,Input the Tally Sheet,['tr6'],,"[{'ObjectId': 'tr6', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp36_tr6,2024-05-01 10:36:29,Print the Weighing Ticket,['tr6'],,"[{'ObjectId': 'tr6', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
assign_tr31_Pcp10,2024-05-01 10:36:31,Assign Truck,['tr31'],['Pcp10_to_tr31'],"[{'ObjectId': 'tr31', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr31', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp10'}, {'ObjectId': 'tr31', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5225.0}, {'ObjectId': 'tr31', 'Attribute': 'Cargo ID', 'NewValue': 'Cr5'}, {'ObjectId': 'tr31', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp10_to_tr31', 'Target': 'tr31', 'ChangeStatus': 'addedTarget'}]"
weigh_loaded_truck_Pcp7_tr42,2024-05-01 10:36:44,Weigh the Loaded Truck,['tr42'],,"[{'ObjectId': 'tr42', 'Attribute': 'Truck Weight', 'NewValue': 18764.6}, {'ObjectId': 'tr42', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
