object_id,timestamp,ocel_changed_field,Pickup Plan ID,Cargo ID,LPT,Axles,Scheduled Pickup Weight,Truck Status,Truck Weight
tr11,2024-05-03 13:56:10,Cargo ID,,Cr19,,,,,
tr25,2024-05-03 14:05:11,Truck Weight,,,,,,,23899.9
tr17,2024-05-03 14:07:42,Truck Status,,,,,,Occupied,
tr17,2024-05-03 14:07:42,Pickup Plan ID,Pcp1,,,,,,
tr17,2024-05-03 14:07:42,Scheduled Pickup Weight,,,,,9317.2,,
tr17,2024-05-03 14:07:42,Cargo ID,,Cr1,,,,,
tr46,2024-05-03 14:19:25,Truck Status,,,,,,Occupied,
tr46,2024-05-03 14:19:25,Pickup Plan ID,Pcp6,,,,,,
tr46,2024-05-03 14:19:25,Scheduled Pickup Weight,,,,,9412.0,,
tr46,2024-05-03 14:19:25,Cargo ID,,Cr19,,,,,
tr21,2024-05-03 14:21:47,Truck Status,,,,,,Available,
tr41,2024-05-03 14:35:53,Truck Status,,,,,,Available,
tr30,2024-05-03 14:39:36,Truck Weight,,,,,,,14532.7
tr12,2024-05-03 14:42:46,Truck Weight,,,,,,,14006.0
tr44,2024-05-03 14:46:05,Truck Weight,,,,,,,24250.4
tr4,2024-05-03 14:50:13,Truck Status,,,,,,Occupied,
tr4,2024-05-03 14:50:13,Pickup Plan ID,Pcp8,,,,,,
tr4,2024-05-03 14:50:13,Scheduled Pickup Weight,,,,,9473.2,,
tr4,2024-05-03 14:50:13,Cargo ID,,Cr15,,,,,
tr38,2024-05-03 14:51:22,Truck Status,,,,,,Occupied,
tr38,2024-05-03 14:51:22,Pickup Plan ID,Pcp8,,,,,,
tr38,2024-05-03 14:51:22,Scheduled Pickup Weight,,,,,9465.0,,
tr38,2024-05-03 14:51:22,Cargo ID,,Cr15,,,,,
tr8,2024-05-03 15:00:50,Truck Weight,,,,,,,23692.2
tr33,2024-05-03 15:07:12,Truck Status,,,,,,Occupied,
tr33,2024-05-03 15:07:12,Pickup Plan ID,Pcp2,,,,,,
tr33,2024-05-03 15:07:12,Scheduled Pickup Weight,,,,,9391.3,,
tr33,2024-05-03 15:07:12,Cargo ID,,Cr11,,,,,
tr36,2024-05-03 15:35:17,Truck Weight,,,,,,,23975.4
tr3,2024-05-03 15:43:51,Truck Status,,,,,,Occupied,
tr3,2024-05-03 15:43:51,Pickup Plan ID,Pcp8,,,,,,
tr3,2024-05-03 15:43:51,Scheduled Pickup Weight,,,,,9397.9,,
tr3,2024-05-03 15:43:51,Cargo ID,,Cr15,,,,,
tr48,2024-05-03 15:47:52,Truck Weight,,,,,,,13242.7
tr25,2024-05-03 15:53:40,Truck Status,,,,,,Available,
tr11,2024-05-03 15:59:41,Truck Weight,,,,,,,12469.5
tr34,2024-05-03 16:03:50,Truck Weight,,,,,,,24094.3
tr26,2024-05-03 16:06:03,Truck Status,,,,,,Occupied,
tr26,2024-05-03 16:06:03,Pickup Plan ID,Pcp8,,,,,,
tr26,2024-05-03 16:06:03,Scheduled Pickup Weight,,,,,9459.7,,
tr26,2024-05-03 16:06:03,Cargo ID,,Cr15,,,,,
tr40,2024-05-03 16:12:08,Truck Weight,,,,,,,12200.8
tr31,2024-05-03 16:15:25,Truck Status,,,,,,Available,
tr14,2024-05-03 16:18:21,Truck Weight,,,,,,,22498.9
tr24,2024-05-03 16:22:12,Truck Weight,,,,,,,24317.6
tr28,2024-05-03 16:28:11,Truck Weight,,,,,,,22382.3
tr6,2024-05-03 16:28:38,Truck Weight,,,,,,,23873.2
tr37,2024-05-03 16:29:21,Truck Weight,,,,,,,22262.8
tr13,2024-05-03 16:38:38,Truck Weight,,,,,,,22447.8
tr19,2024-05-03 16:38:58,Truck Weight,,,,,,,14478.2
tr21,2024-05-03 16:46:34,Truck Status,,,,,,Occupied,
tr21,2024-05-03 16:46:34,Pickup Plan ID,Pcp6,,,,,,
tr21,2024-05-03 16:46:34,Scheduled Pickup Weight,,,,,9304.7,,
tr21,2024-05-03 16:46:34,Cargo ID,,Cr19,,,,,
tr10,2024-05-03 16:51:27,Truck Status,,,,,,Occupied,
tr10,2024-05-03 16:51:27,Pickup Plan ID,Pcp5,,,,,,
tr10,2024-05-03 16:51:27,Scheduled Pickup Weight,,,,,9433.5,,
tr10,2024-05-03 16:51:27,Cargo ID,,Cr7,,,,,
tr41,2024-05-03 16:54:27,Truck Status,,,,,,Occupied,
tr41,2024-05-03 16:54:27,Pickup Plan ID,Pcp1,,,,,,
tr41,2024-05-03 16:54:27,Scheduled Pickup Weight,,,,,9439.5,,
tr41,2024-05-03 16:54:27,Cargo ID,,Cr1,,,,,
tr35,2024-05-03 16:57:09,Truck Weight,,,,,,,23475.0
tr16,2024-05-03 16:57:31,Truck Weight,,,,,,,20737.4
tr44,2024-05-03 17:05:11,Truck Status,,,,,,Available,
tr50,2024-05-03 17:13:04,Truck Status,,,,,,Available,
tr8,2024-05-03 17:19:25,Truck Status,,,,,,Available,
tr31,2024-05-06 07:51:32,Truck Status,,,,,,Occupied,
tr31,2024-05-06 07:51:32,Pickup Plan ID,Pcp4,,,,,,
tr31,2024-05-06 07:51:32,Scheduled Pickup Weight,,,,,9353.4,,
tr31,2024-05-06 07:51:32,Cargo ID,,Cr16,,,,,
tr34,2024-05-06 08:13:49,Truck Status,,,,,,Available,
tr6,2024-05-06 08:28:28,Truck Status,,,,,,Available,
tr36,2024-05-06 08:33:27,Truck Status,,,,,,Available,
tr13,2024-05-06 08:35:12,Truck Status,,,,,,Available,
tr29,2024-05-06 08:37:03,Truck Status,,,,,,Available,
tr35,2024-05-06 08:39:12,Truck Status,,,,,,Available,
tr27,2024-05-06 08:41:58,Truck Weight,,,,,,,22754.1
tr14,2024-05-06 08:59:26,Truck Status,,,,,,Available,
tr8,2024-05-06 09:08:53,Truck Status,,,,,,Occupied,
tr8,2024-05-06 09:08:53,Pickup Plan ID,Pcp5,,,,,,
tr8,2024-05-06 09:08:53,Scheduled Pickup Weight,,,,,9460.1,,
tr8,2024-05-06 09:08:53,Cargo ID,,Cr7,,,,,
tr18,2024-05-06 09:12:12,Truck Status,,,,,,Available,
tr44,2024-05-06 09:18:36,Truck Status,,,,,,Occupied,
tr44,2024-05-06 09:18:36,Pickup Plan ID,Pcp4,,,,,,
tr44,2024-05-06 09:18:36,Scheduled Pickup Weight,,,,,9476.5,,
tr44,2024-05-06 09:18:36,Cargo ID,,Cr16,,,,,
tr22,2024-05-06 09:20:57,Truck Weight,,,,,,,20514.6
tr26,2024-05-06 09:28:35,Truck Weight,,,,,,,14405.0
tr25,2024-05-06 09:43:32,Truck Status,,,,,,Occupied,
tr25,2024-05-06 09:43:32,Pickup Plan ID,Pcp5,,,,,,
tr25,2024-05-06 09:43:32,Scheduled Pickup Weight,,,,,9575.2,,
tr25,2024-05-06 09:43:32,Cargo ID,,Cr7,,,,,
tr24,2024-05-06 09:45:09,Truck Status,,,,,,Available,
tr37,2024-05-06 09:50:33,Truck Status,,,,,,Available,
tr3,2024-05-06 10:14:26,Truck Weight,,,,,,,11177.6
tr1,2024-05-06 10:22:01,Truck Weight,,,,,,,25395.8
tr36,2024-05-06 10:23:51,Truck Status,,,,,,Occupied,
tr36,2024-05-06 10:23:51,Pickup Plan ID,Pcp4,,,,,,
tr36,2024-05-06 10:23:51,Scheduled Pickup Weight,,,,,9476.9,,
tr36,2024-05-06 10:23:51,Cargo ID,,Cr16,,,,,
tr35,2024-05-06 10:28:00,Truck Status,,,,,,Occupied,
tr35,2024-05-06 10:28:00,Pickup Plan ID,Pcp2,,,,,,
tr35,2024-05-06 10:28:00,Scheduled Pickup Weight,,,,,9302.0,,
tr35,2024-05-06 10:28:00,Cargo ID,,Cr11,,,,,
tr45,2024-05-06 10:29:41,Truck Weight,,,,,,,23268.4
tr50,2024-05-06 10:30:38,Truck Status,,,,,,Occupied,
tr50,2024-05-06 10:30:38,Pickup Plan ID,Pcp6,,,,,,
tr50,2024-05-06 10:30:38,Scheduled Pickup Weight,,,,,9283.0,,
tr50,2024-05-06 10:30:38,Cargo ID,,Cr19,,,,,
tr20,2024-05-06 10:31:43,Truck Weight,,,,,,,21163.1
tr29,2024-05-06 10:32:14,Truck Status,,,,,,Occupied,
tr29,2024-05-06 10:32:14,Pickup Plan ID,Pcp5,,,,,,
tr29,2024-05-06 10:32:14,Scheduled Pickup Weight,,,,,9373.4,,
tr29,2024-05-06 10:32:14,Cargo ID,,Cr7,,,,,
tr6,2024-05-06 10:32:16,Truck Status,,,,,,Occupied,
tr6,2024-05-06 10:32:16,Pickup Plan ID,Pcp2,,,,,,
tr6,2024-05-06 10:32:16,Scheduled Pickup Weight,,,,,9390.7,,
tr6,2024-05-06 10:32:16,Cargo ID,,Cr11,,,,,
tr34,2024-05-06 10:45:09,Truck Status,,,,,,Occupied,
tr34,2024-05-06 10:45:09,Pickup Plan ID,Pcp8,,,,,,
tr34,2024-05-06 10:45:09,Scheduled Pickup Weight,,,,,9390.7,,
tr34,2024-05-06 10:45:09,Cargo ID,,Cr15,,,,,
tr47,2024-05-06 10:46:57,Truck Weight,,,,,,,20785.7
tr32,2024-05-06 10:48:25,Truck Weight,,,,,,,11845.3
tr21,2024-05-06 10:50:05,Truck Weight,,,,,,,13407.2
tr22,2024-05-06 11:01:04,Truck Status,,,,,,Available,
tr2,2024-05-06 11:11:20,Truck Weight,,,,,,,24363.7
tr28,2024-05-06 11:14:31,Truck Status,,,,,,Available,
tr7,2024-05-06 11:30:49,Truck Weight,,,,,,,21837.8
tr38,2024-05-06 11:42:22,Truck Weight,,,,,,,15593.3
tr13,2024-05-06 11:43:55,Truck Status,,,,,,Occupied,
tr13,2024-05-06 11:43:55,Pickup Plan ID,Pcp8,,,,,,
tr13,2024-05-06 11:43:55,Scheduled Pickup Weight,,,,,9507.0,,
tr13,2024-05-06 11:43:55,Cargo ID,,Cr15,,,,,
tr10,2024-05-06 11:46:19,Truck Weight,,,,,,,11215.1
tr5,2024-05-06 11:49:46,Truck Weight,,,,,,,22861.6
tr24,2024-05-06 12:03:55,Truck Status,,,,,,Occupied,
tr24,2024-05-06 12:03:55,Pickup Plan ID,Pcp3,,,,,,
tr24,2024-05-06 12:03:55,Scheduled Pickup Weight,,,,,9435.3,,
tr24,2024-05-06 12:03:55,Cargo ID,,Cr18,,,,,
tr16,2024-05-06 12:08:15,Truck Status,,,,,,Available,
tr4,2024-05-06 12:23:43,Truck Weight,,,,,,,11782.7
tr22,2024-05-06 13:26:32,Truck Status,,,,,,Occupied,
tr22,2024-05-06 13:26:32,Pickup Plan ID,Pcp6,,,,,,
tr22,2024-05-06 13:26:32,Scheduled Pickup Weight,,,,,9439.6,,
tr22,2024-05-06 13:26:32,Cargo ID,,Cr19,,,,,
tr1,2024-05-06 13:31:56,Truck Status,,,,,,Available,
tr44,2024-05-06 13:37:10,Truck Weight,,,,,,,15337.4
tr27,2024-05-06 13:45:19,Truck Status,,,,,,Available,
tr47,2024-05-06 13:56:31,Truck Status,,,,,,Available,
tr45,2024-05-06 13:59:33,Truck Status,,,,,,Available,
tr31,2024-05-06 14:01:11,Truck Weight,,,,,,,14487.9
tr18,2024-05-06 14:02:36,Truck Status,,,,,,Occupied,
tr18,2024-05-06 14:02:36,Pickup Plan ID,Pcp5,,,,,,
tr18,2024-05-06 14:02:36,Scheduled Pickup Weight,,,,,9504.0,,
tr18,2024-05-06 14:02:36,Cargo ID,,Cr7,,,,,
tr46,2024-05-06 14:03:46,Truck Weight,,,,,,,13493.8
tr17,2024-05-06 14:04:29,Truck Weight,,,,,,,14651.8
tr6,2024-05-06 14:10:55,Truck Weight,,,,,,,13787.3
tr41,2024-05-06 14:26:06,Truck Weight,,,,,,,11004.9
tr28,2024-05-06 14:29:53,Truck Status,,,,,,Occupied,
tr28,2024-05-06 14:29:53,Pickup Plan ID,Pcp6,,,,,,
tr28,2024-05-06 14:29:53,Scheduled Pickup Weight,,,,,9318.9,,
tr28,2024-05-06 14:29:53,Cargo ID,,Cr19,,,,,
tr2,2024-05-06 14:33:16,Truck Status,,,,,,Available,
tr14,2024-05-06 14:39:45,Truck Status,,,,,,Occupied,
tr14,2024-05-06 14:39:45,Pickup Plan ID,Pcp4,,,,,,
tr14,2024-05-06 14:39:45,Scheduled Pickup Weight,,,,,9407.8,,
tr14,2024-05-06 14:39:45,Cargo ID,,Cr16,,,,,
tr20,2024-05-06 14:41:34,Truck Status,,,,,,Available,
tr29,2024-05-06 14:49:38,Truck Weight,,,,,,,15140.8
tr37,2024-05-06 14:57:58,Truck Status,,,,,,Occupied,
tr37,2024-05-06 14:57:58,Pickup Plan ID,Pcp1,,,,,,
tr37,2024-05-06 14:57:58,Scheduled Pickup Weight,,,,,9273.8,,
tr37,2024-05-06 14:57:58,Cargo ID,,Cr1,,,,,
tr7,2024-05-06 14:58:45,Truck Status,,,,,,Available,
tr49,2024-05-06 15:07:53,Truck Weight,,,,,,,23088.7
tr8,2024-05-06 15:23:59,Truck Weight,,,,,,,13563.0
tr27,2024-05-06 15:26:16,Truck Status,,,,,,Occupied,
tr27,2024-05-06 15:26:16,Pickup Plan ID,Pcp6,,,,,,
tr27,2024-05-06 15:26:16,Scheduled Pickup Weight,,,,,9314.2,,
tr27,2024-05-06 15:26:16,Cargo ID,,Cr19,,,,,
tr16,2024-05-06 15:37:16,Truck Status,,,,,,Occupied,
tr16,2024-05-06 15:37:16,Pickup Plan ID,Pcp2,,,,,,
tr16,2024-05-06 15:37:16,Scheduled Pickup Weight,,,,,9359.4,,
tr16,2024-05-06 15:37:16,Cargo ID,,Cr11,,,,,
tr34,2024-05-06 15:58:15,Truck Weight,,,,,,,15892.2
tr33,2024-05-06 15:58:43,Truck Weight,,,,,,,13816.7
tr45,2024-05-06 16:12:10,Truck Status,,,,,,Occupied,
tr45,2024-05-06 16:12:10,Pickup Plan ID,Pcp5,,,,,,
tr45,2024-05-06 16:12:10,Scheduled Pickup Weight,,,,,9462.1,,
tr45,2024-05-06 16:12:10,Cargo ID,,Cr7,,,,,
tr40,2024-05-06 16:12:12,Truck Weight,,,,,,,21623.3
tr47,2024-05-06 16:27:08,Truck Status,,,,,,Occupied,
tr47,2024-05-06 16:27:08,Pickup Plan ID,Pcp5,,,,,,
tr47,2024-05-06 16:27:08,Scheduled Pickup Weight,,,,,9533.3,,
tr47,2024-05-06 16:27:08,Cargo ID,,Cr7,,,,,
tr5,2024-05-06 16:39:37,Truck Status,,,,,,Available,
tr49,2024-05-06 16:40:29,Truck Status,,,,,,Available,
tr18,2024-05-06 16:41:03,Truck Weight,,,,,,,13043.1
tr2,2024-05-06 16:47:11,Truck Status,,,,,,Occupied,
tr2,2024-05-06 16:47:11,Pickup Plan ID,Pcp5,,,,,,
tr2,2024-05-06 16:47:11,Scheduled Pickup Weight,,,,,9459.4,,
tr2,2024-05-06 16:47:11,Cargo ID,,Cr7,,,,,
tr1,2024-05-06 16:52:33,Truck Status,,,,,,Occupied,
tr1,2024-05-06 16:52:33,Pickup Plan ID,Pcp5,,,,,,
tr1,2024-05-06 16:52:33,Scheduled Pickup Weight,,,,,9475.2,,
tr1,2024-05-06 16:52:33,Cargo ID,,Cr7,,,,,
tr20,2024-05-06 17:04:50,Truck Status,,,,,,Occupied,
tr20,2024-05-06 17:04:50,Pickup Plan ID,Pcp8,,,,,,
tr20,2024-05-06 17:04:50,Scheduled Pickup Weight,,,,,9295.6,,
tr20,2024-05-06 17:04:50,Cargo ID,,Cr15,,,,,
tr25,2024-05-06 17:30:14,Truck Weight,,,,,,,11184.8
tr40,2024-05-06 18:22:38,Truck Status,,,,,,Available,
tr43,2024-05-06 18:29:36,Truck Weight,,,,,,,25010.5
tr48,2024-05-06 18:44:10,Truck Weight,,,,,,,22659.5
tr24,2024-05-07 08:07:53,Truck Weight,,,,,,,11025.5
tr40,2024-05-07 08:55:43,Truck Status,,,,,,Occupied,
tr40,2024-05-07 08:55:43,Pickup Plan ID,Pcp3,,,,,,
tr40,2024-05-07 08:55:43,Scheduled Pickup Weight,,,,,9551.7,,
tr40,2024-05-07 08:55:43,Cargo ID,,Cr18,,,,,
tr14,2024-05-07 09:00:13,Truck Weight,,,,,,,13005.7
tr49,2024-05-07 09:10:32,Truck Status,,,,,,Occupied,
tr49,2024-05-07 09:10:32,Pickup Plan ID,Pcp6,,,,,,
tr49,2024-05-07 09:10:32,Scheduled Pickup Weight,,,,,9369.7,,
tr49,2024-05-07 09:10:32,Cargo ID,,Cr19,,,,,
tr45,2024-05-07 09:27:39,Truck Weight,,,,,,,12046.2
tr20,2024-05-07 09:54:11,Truck Weight,,,,,,,11828.4
tr35,2024-05-07 10:07:21,Truck Weight,,,,,,,13928.9
tr5,2024-05-07 10:10:41,Truck Status,,,,,,Occupied,
tr5,2024-05-07 10:10:41,Pickup Plan ID,Pcp3,,,,,,
tr5,2024-05-07 10:10:41,Scheduled Pickup Weight,,,,,9423.8,,
tr5,2024-05-07 10:10:41,Cargo ID,,Cr18,,,,,
tr50,2024-05-07 10:25:24,Truck Weight,,,,,,,13379.0
tr40,2024-05-07 10:40:25,Truck Weight,,,,,,,16033.0
tr22,2024-05-07 10:50:58,Truck Weight,,,,,,,15944.9
tr13,2024-05-07 11:02:22,Truck Weight,,,,,,,14170.9
tr9,2024-05-07 11:07:25,Truck Weight,,,,,,,20861.0
tr30,2024-05-07 11:10:33,Truck Weight,,,,,,,23991.7
tr36,2024-05-07 11:11:26,Truck Weight,,,,,,,12612.0
tr12,2024-05-07 11:11:41,Truck Weight,,,,,,,23352.9
tr47,2024-05-07 11:19:56,Truck Weight,,,,,,,15251.4
tr37,2024-05-07 11:30:27,Truck Weight,,,,,,,14175.5
tr7,2024-05-07 11:37:54,Truck Status,,,,,,Occupied,
tr7,2024-05-07 11:37:54,Pickup Plan ID,Pcp1,,,,,,
tr7,2024-05-07 11:37:54,Scheduled Pickup Weight,,,,,9263.1,,
tr7,2024-05-07 11:37:54,Cargo ID,,Cr1,,,,,
tr30,2024-05-07 11:43:38,Truck Status,,,,,,Available,
tr3,2024-05-07 11:52:55,Truck Weight,,,,,,,20575.5
tr28,2024-05-07 12:27:40,Truck Weight,,,,,,,13609.8
tr27,2024-05-07 14:10:11,Truck Weight,,,,,,,13903.5
tr23,2024-05-07 14:29:20,Truck Weight,,,,,,,23341.0
tr9,2024-05-07 14:33:11,Truck Status,,,,,,Available,
tr41,2024-05-07 14:33:27,Truck Weight,,,,,,,20444.4
tr16,2024-05-07 14:45:03,Truck Weight,,,,,,,16112.3
tr1,2024-05-07 14:49:50,Truck Weight,,,,,,,12791.8
tr4,2024-05-07 14:52:22,Truck Weight,,,,,,,21255.9
tr38,2024-05-07 14:53:23,Truck Weight,,,,,,,25058.3
tr3,2024-05-07 14:59:12,Truck Status,,,,,,Available,
tr12,2024-05-07 15:04:35,Truck Status,,,,,,Available,
tr44,2024-05-07 15:13:32,Truck Weight,,,,,,,24813.9
tr2,2024-05-07 15:20:23,Truck Weight,,,,,,,13983.0
tr6,2024-05-07 15:23:46,Truck Weight,,,,,,,23178.0
tr44,2024-05-07 15:50:46,Truck Status,,,,,,Available,
tr30,2024-05-07 15:52:43,Truck Status,,,,,,Occupied,
tr30,2024-05-07 15:52:43,Pickup Plan ID,Pcp3,,,,,,
tr30,2024-05-07 15:52:43,Scheduled Pickup Weight,,,,,9342.0,,
tr30,2024-05-07 15:52:43,Cargo ID,,Cr18,,,,,
tr26,2024-05-07 16:05:11,Truck Weight,,,,,,,23864.7
tr19,2024-05-07 16:16:37,Truck Weight,,,,,,,23873.1
tr9,2024-05-07 16:26:57,Truck Status,,,,,,Occupied,
tr9,2024-05-07 16:26:57,Pickup Plan ID,Pcp6,,,,,,
tr9,2024-05-07 16:26:57,Scheduled Pickup Weight,,,,,9414.1,,
tr9,2024-05-07 16:26:57,Cargo ID,,Cr19,,,,,
tr38,2024-05-07 16:30:09,Truck Status,,,,,,Available,
tr12,2024-05-07 16:34:35,Truck Status,,,,,,Occupied,
tr12,2024-05-07 16:34:35,Pickup Plan ID,Pcp2,,,,,,
tr12,2024-05-07 16:34:35,Scheduled Pickup Weight,,,,,9260.4,,
tr12,2024-05-07 16:34:35,Cargo ID,,Cr11,,,,,
tr3,2024-05-07 16:44:27,Truck Status,,,,,,Occupied,
tr3,2024-05-07 16:44:27,Pickup Plan ID,Pcp5,,,,,,
tr3,2024-05-07 16:44:27,Scheduled Pickup Weight,,,,,9590.9,,
tr3,2024-05-07 16:44:27,Cargo ID,,Cr7,,,,,
tr41,2024-05-07 16:54:00,Truck Status,,,,,,Available,
tr8,2024-05-07 16:59:42,Truck Weight,,,,,,,23023.1
tr23,2024-05-07 17:58:46,Truck Status,,,,,,Available,
tr34,2024-05-07 18:03:36,Truck Weight,,,,,,,25282.9
tr4,2024-05-07 19:04:07,Truck Status,,,,,,Available,
tr6,2024-05-08 07:12:03,Truck Status,,,,,,Available,
tr19,2024-05-08 07:38:37,Truck Status,,,,,,Available,
tr5,2024-05-08 07:41:42,Truck Weight,,,,,,,13387.9
tr26,2024-05-08 07:48:33,Truck Status,,,,,,Available,
tr43,2024-05-08 08:34:41,Truck Status,,,,,,Available,
tr38,2024-05-08 09:03:25,Truck Status,,,,,,Occupied,
tr38,2024-05-08 09:03:25,Pickup Plan ID,Pcp6,,,,,,
tr38,2024-05-08 09:03:25,Scheduled Pickup Weight,,,,,9292.9,,
tr38,2024-05-08 09:03:25,Cargo ID,,Cr19,,,,,
tr49,2024-05-08 09:11:04,Truck Weight,,,,,,,16081.0
tr23,2024-05-08 09:20:47,Truck Status,,,,,,Occupied,
tr23,2024-05-08 09:20:47,Pickup Plan ID,Pcp5,,,,,,
tr23,2024-05-08 09:20:47,Scheduled Pickup Weight,,,,,9449.6,,
tr23,2024-05-08 09:20:47,Cargo ID,,Cr7,,,,,
tr8,2024-05-08 09:26:40,Truck Status,,,,,,Available,
tr4,2024-05-08 09:35:04,Truck Status,,,,,,Occupied,
tr4,2024-05-08 09:35:04,Pickup Plan ID,Pcp3,,,,,,
tr4,2024-05-08 09:35:04,Scheduled Pickup Weight,,,,,9413.5,,
tr4,2024-05-08 09:35:04,Cargo ID,,Cr18,,,,,
tr35,2024-05-08 09:39:28,Truck Weight,,,,,,,23230.9
tr33,2024-05-08 09:44:13,Truck Weight,,,,,,,23208.0
tr39,2024-05-08 09:46:24,Truck Weight,,,,,,,22476.6
tr48,2024-05-08 09:48:34,Truck Status,,,,,,Available,
tr7,2024-05-08 09:57:55,Truck Weight,,,,,,,13162.8
tr46,2024-05-08 09:57:57,Truck Weight,,,,,,,22905.8
tr36,2024-05-08 10:09:58,Truck Weight,,,,,,,22088.9
tr44,2024-05-08 10:24:02,Truck Status,,,,,,Occupied,
tr44,2024-05-08 10:24:02,Pickup Plan ID,Pcp1,,,,,,
tr44,2024-05-08 10:24:02,Scheduled Pickup Weight,,,,,9294.1,,
tr44,2024-05-08 10:24:02,Cargo ID,,Cr1,,,,,
tr6,2024-05-08 10:27:04,Truck Status,,,,,,Occupied,
tr6,2024-05-08 10:27:04,Pickup Plan ID,Pcp1,,,,,,
tr6,2024-05-08 10:27:04,Scheduled Pickup Weight,,,,,9274.5,,
tr6,2024-05-08 10:27:04,Cargo ID,,Cr1,,,,,
tr43,2024-05-08 10:44:19,Truck Status,,,,,,Occupied,
tr43,2024-05-08 10:44:19,Pickup Plan ID,Pcp8,,,,,,
tr43,2024-05-08 10:44:19,Scheduled Pickup Weight,,,,,9382.7,,
tr43,2024-05-08 10:44:19,Cargo ID,,Cr15,,,,,
tr35,2024-05-08 10:45:39,Truck Status,,,,,,Available,
tr11,2024-05-08 10:49:52,Truck Weight,,,,,,,21832.0
tr26,2024-05-08 10:55:50,Truck Status,,,,,,Occupied,
tr26,2024-05-08 10:55:50,Pickup Plan ID,Pcp8,,,,,,
tr26,2024-05-08 10:55:50,Scheduled Pickup Weight,,,,,9476.3,,
tr26,2024-05-08 10:55:50,Cargo ID,,Cr15,,,,,
tr21,2024-05-08 11:04:42,Truck Weight,,,,,,,22711.9
tr30,2024-05-08 11:12:58,Truck Weight,,,,,,,15281.6
tr42,2024-05-08 11:23:47,Truck Weight,,,,,,,21203.9
tr41,2024-05-08 11:27:46,Truck Status,,,,,,Occupied,
tr41,2024-05-08 11:27:46,Pickup Plan ID,Pcp6,,,,,,
tr41,2024-05-08 11:27:46,Scheduled Pickup Weight,,,,,9382.3,,
tr41,2024-05-08 11:27:46,Cargo ID,,Cr19,,,,,
tr15,2024-05-08 11:30:01,Truck Weight,,,,,,,25355.5
tr37,2024-05-08 12:00:25,Truck Weight,,,,,,,23449.3
tr9,2024-05-08 12:05:24,Truck Weight,,,,,,,14076.3
tr36,2024-05-08 12:10:33,Truck Status,,,,,,Available,
tr26,2024-05-08 12:25:01,Truck Weight,,,,,,,12420.8
tr35,2024-05-08 12:44:53,Truck Status,,,,,,Occupied,
tr35,2024-05-08 12:44:53,Pickup Plan ID,Pcp5,,,,,,
tr35,2024-05-08 12:44:53,Scheduled Pickup Weight,,,,,9583.3,,
tr35,2024-05-08 12:44:53,Cargo ID,,Cr7,,,,,
tr48,2024-05-08 12:46:05,Truck Status,,,,,,Occupied,
tr48,2024-05-08 12:46:05,Pickup Plan ID,Pcp1,,,,,,
tr48,2024-05-08 12:46:05,Scheduled Pickup Weight,,,,,9365.0,,
tr48,2024-05-08 12:46:05,Cargo ID,,Cr1,,,,,
tr33,2024-05-08 13:34:47,Truck Status,,,,,,Available,
tr23,2024-05-08 13:35:34,Truck Weight,,,,,,,12757.1
tr18,2024-05-08 13:51:25,Truck Weight,,,,,,,22547.1
tr42,2024-05-08 13:52:28,Truck Status,,,,,,Available,
tr21,2024-05-08 13:57:00,Truck Status,,,,,,Available,
tr25,2024-05-08 14:02:41,Truck Weight,,,,,,,20760.0
tr11,2024-05-08 14:14:21,Truck Status,,,,,,Available,
tr50,2024-05-08 14:17:41,Truck Weight,,,,,,,22662.0
tr15,2024-05-08 14:18:24,Truck Status,,,,,,Available,
tr10,2024-05-08 14:22:59,Truck Weight,,,,,,,20648.6
tr19,2024-05-08 14:37:45,Truck Status,,,,,,Occupied,
tr19,2024-05-08 14:37:45,Pickup Plan ID,Pcp1,,,,,,
tr19,2024-05-08 14:37:45,Scheduled Pickup Weight,,,,,9353.6,,
tr19,2024-05-08 14:37:45,Cargo ID,,Cr1,,,,,
tr12,2024-05-08 14:40:00,Truck Weight,,,,,,,15061.7
tr39,2024-05-08 14:42:00,Truck Status,,,,,,Available,
tr25,2024-05-08 14:44:12,Truck Status,,,,,,Available,
tr36,2024-05-08 14:52:26,Truck Status,,,,,,Occupied,
tr36,2024-05-08 14:52:26,Pickup Plan ID,Pcp4,,,,,,
tr36,2024-05-08 14:52:26,Scheduled Pickup Weight,,,,,9524.6,,
tr36,2024-05-08 14:52:26,Cargo ID,,Cr16,,,,,
tr46,2024-05-08 15:02:49,Truck Status,,,,,,Available,
tr3,2024-05-08 15:06:42,Truck Weight,,,,,,,13790.8
tr8,2024-05-08 15:12:13,Truck Status,,,,,,Occupied,
tr8,2024-05-08 15:12:13,Pickup Plan ID,Pcp2,,,,,,
tr8,2024-05-08 15:12:13,Scheduled Pickup Weight,,,,,9216.4,,
tr8,2024-05-08 15:12:13,Cargo ID,,Cr11,,,,,
tr41,2024-05-08 15:34:49,Truck Weight,,,,,,,13596.3
tr50,2024-05-08 15:45:35,Truck Status,,,,,,Available,
tr10,2024-05-08 15:46:56,Truck Status,,,,,,Available,
tr43,2024-05-08 15:54:28,Truck Weight,,,,,,,11876.6
tr15,2024-05-08 16:05:01,Truck Status,,,,,,Occupied,
tr15,2024-05-08 16:05:01,Pickup Plan ID,Pcp8,,,,,,
tr15,2024-05-08 16:05:01,Scheduled Pickup Weight,,,,,9385.8,,
